"X","id","screen_name","name","description","order","descrip_label","name_label","combo","label","is_PE"
136,1307788463572475904,"JLesgards","Jean-François Lesgards","Researcher and scientific adviser in Chemistry and Biochemistry of Health. Inflammatory diseases and associations with nutritional and environmental factors.",7148,"p","o","op","Description",TRUE
137,537795028,"JReinerMD","Jonathan Reiner","Professor of Medicine and Surgery @GWSMHS @GW_MFA, Interventional Cardiologist, @CNN Medical Analyst, @ScribnerBooks author",5198,"p","o","op","Description",TRUE
138,1337647838,"JacquiDelaney","Jacqui Budden","Formerly: 📺 & 📻. Currently: Political Staffer. Transplanted Newfie in Ottawa by way of Toronto.",727,"o","o","oo","individual, non-P.E.",FALSE
139,1254305227676753920,"JeanYvesTarrade","🍓Jean Yves Tarrade🍓 #BeBraveWHO","Quand le peuple veut exister on le dit populiste. Quand le peuple veut comprendre on le dit complotiste.
Moi j'ai compris qu'il fallait exister.",2353,"f","o","of","non-english",NA
140,1254305227676753920,"JeanYvesTarrade","🍓Jean Yves Tarrade🍓 #touchepasamesenfants","Quand le peuple veut exister on le dit populiste. Quand le peuple veut comprendre on le dit complotiste.
Moi j'ai compris qu'il fallait exister.",2353,"f","o","of","non-english",NA
141,16463356,"Jeffdc5","Bad Faith 💉😷🐝","You can't keep snakes in your backyard and expect them to only bite your neighbors.",4712,"o","o","oo","individual, non-P.E.",FALSE
142,38027006,"JemilahMahmood","Dr Jemilah Mahmood","Health Professional, Humanitarian &  “Farmer”. Passionate about planetary health, innovation, gender & social justice.Tweets my own, retweets not endorsement.",4822,"p","p","pp","Both",TRUE
143,127436315,"JenniferRoseNYC","Hair by Jennifer-Rose NYC","Owner of @thefrohaus 🇧🇴Habesha and 🏳️‍🌈Hijabi, Master Hair Stylist, Master Colorist, Industry Table Shaker, Educator. Tips At Cashapp: $jenniferrosenyc",2046,"o","o","oo","individual, non-P.E.",FALSE
144,1239175447365197824,"Jesusis53688620","Jesus is Lord","Always searching for truth. Exposing deception and making known end time prophesy fulfillment. Glory to Jesus Christ our Lord and Savior....",6204,"o","o","oo","individual, non-P.E.",FALSE
145,1250570398971953152,"JimMurp77852985","Jim Murphy","Husband, Father, retired from Toronto Police Service after 30+ years.",5624,"o","o","oo","individual, non-P.E.",FALSE
146,1514706787,"JohnFraserOS","John Fraser","MPP for Ottawa South/député provincial d’Ottawa-Sud. Husband, father and grandfather of Vaughan, Sloane & Fraser.",291,"o","o","oo","individual, non-P.E.",FALSE
147,532562634,"JudgeClayJ","Clay Jenkins","Chief Elected Official of Dallas County. 2nd Largest County in the Lone Star State. Known in TX as the County Judge. Home to 2.7 million. RTs not endorsements.",5068,"o","o","oo","individual, non-P.E.",FALSE
148,368050288,"JulieZauzmer","Julie Zauzmer","I write about DC's local government and the people who live here for @WashingtonPost. I used to report on religion in America. I'm a balloon twister.",2903,"o","o","oo","individual, non-P.E.",FALSE
149,260032219,"KatDruer","TheMarketingGurl","Besotted mother, loyal friend, most days just me. Kindness, family, charity, happiness, miracles, creative thinking. #wearamask",3320,"o","o","oo","individual, non-P.E.",FALSE
150,170861207,"KatTimpf","Kat Timpf","doing my best",6009,"o","o","oo","individual, non-P.E.",FALSE
151,26849735,"KatherineEban","Katherine Eban","Investigative journalist. Vanity Fair contributing editor. NYT bestselling author #BottleofLies. Andrew Carnegie fellow. On the side of animals. DM 4 Signal.",7413,"o","o","oo","individual, non-P.E.",FALSE
152,194962896,"KejanHaynes","Kejan Haynes","Host: Long Story Short on @wesncc
Former writer at @ny1 Graduate of @columbiajourn. Alum CNMG now TTT @telesurenglish @tv6tnt",1839,"o","o","oo","individual, non-P.E.",FALSE
153,32411838,"Kennymack1971","Sam from Delacroix, LA","No time for your bullshit.",5257,"o","o","oo","individual, non-P.E.",FALSE
154,32411838,"Kennymack1971","V'Shawn From Westview,NJ","No time for your bullshit.",5257,"o","o","oo","individual, non-P.E.",FALSE
155,2864318340,"Kiespijn777","Kiespijn777","Afgehecht wereldburger: Functie elders.",4434,"f","o","of","non-english",NA
156,2864318340,"Kiespijn777","Kiespijn777","Beperkt geduldig.",4434,"f","o","of","non-english",NA
157,1458761580,"KinyanBoy","Kenya West©","Infocentric©| Analytical | Intelligence | Forensics | Investigative | Founder @KenyaInsights | Ethics | @Duke_Dewitt Fellow | 📨in.kenyawest@protonmail.com",6634,"o","o","oo","individual, non-P.E.",FALSE
158,412548718,"Kit_Yates_Maths","Kit Yates","Author and Mathematical Biologist at the University of Bath. My book The Math(s) of Life and Death is out now http://amzn.to/2MkmdcM he/him",1551,"p","o","op","Description",TRUE
159,1325263344639463424,"Kristy91808800","Kristy","Mom, wife, cat lover born & raised Vancouverite, mask up & staying home as much as possible",1051,"o","o","oo","individual, non-P.E.",FALSE
160,15033673,"LFPress","London Free Press","The London Free Press | News and analysis -- London, Southwestern Ontario and the world.",6110,"g","g","gg","non-individual",NA
161,1082331771398746112,"LGSusanB","Lt. Gov. Susan Bysiewicz","Official account of the Office of Lt. Governor Susan Bysiewicz. Leading the great state of #Connecticut with @GovNedLamont!",7307,"o","o","oo","individual, non-P.E.",FALSE
162,972180115252752384,"LRPow79","🇵🇱Reality Dose🇺🇸","I'm built by Motown. Golden Rule ain’t hard to get. PERSIST IN IT. “Water can flow💧or it can crash🌊 Let us be water, my friends.”-Bruce Lee💙💜🧡💚AF",7221,"o","o","oo","individual, non-P.E.",FALSE
163,2983707267,"LaNotiziaTweet","La Notizia","Account ufficiale del quotidiano La Notizia. Canale Telegram: https://t.me/lanotiziagiornale",5416,"f","f","ff","non-english",NA
164,1172210759457214464,"LamontFrazier4","Lamont Frazier💯","#LGBTQI+RIGHTS🏳️‍🌈 #WomensRights! #ProChoice! #RespectGreen #ProudDemocrat! #RESISTANCE! #NEVERtrump! #ONEV1 #RIGHTMATTERS
Happily Married Gay Man♂️🏳️‍🌈#Z14",1230,"o","o","oo","individual, non-P.E.",FALSE
165,1258780727245709312,"Lchaim__","L'chaim","le Fleur de mul",4330,"f","o","of","non-english",NA
166,1025197435,"LeBobophobe","Banlieusard","",7068,"o","o","oo","individual, non-P.E.",FALSE
167,1246374275688198144,"LekkaMercedez","GetBackToLife","Jail Andrews!  Say No!  to the  Dictators  """""""" new normal"""""""" .
Folks are dumb where I come from.  Are you? 🧐🧐🤷‍♂️🤷‍♂️",7256,"o","o","oo","individual, non-P.E.",FALSE
168,1246374275688198144,"LekkaMercedez","GetBackToLife#DONOTCOMPLY","Jail Andrews!  Say No!  to the  Dictators  new normal .
Folks are dumb where I come from.  Are you? 🧐🧐🤷‍♂️🤷‍♂️",7256,"o","o","oo","individual, non-P.E.",FALSE
169,1246374275688198144,"LekkaMercedez","GetBackToLife-COURAGE!","Jail Andrews!  Say No!  to the  Dictators  new normal .
Folks are dumb where I come from.  Are you? 🧐🧐🤷‍♂️🤷‍♂️",7256,"o","o","oo","individual, non-P.E.",FALSE
170,1246374275688198144,"LekkaMercedez","GetBackToLifeorDieUnderNWO","Jail Andrews!  Say No!  to the  Dictators  new normal .
Folks are dumb where I come from.  Are you? 🧐🧐🤷‍♂️🤷‍♂️",7256,"o","o","oo","individual, non-P.E.",FALSE
171,2320796668,"Levi_Owen2000","Levi Owen","🇺🇸🇬🇧 20. Rotherham 📍",5913,"o","o","oo","individual, non-P.E.",FALSE
172,171606833,"LindaFrum","Senator Linda Frum","Conservative Senator Canada 🇨🇦",823,"o","o","oo","individual, non-P.E.",FALSE
173,1223279830302691328,"LiraAmandine","Amandine","Tu as le droit de ne pas être d'accord avec mes idées. Ce que tu n'as pas le droit c'est de m'imposer tes idées. Ceci est valable aussi pour moi envers toi.",2655,"f","o","of","non-english",NA
174,1317053245089550336,"ListenVery","listen very carefully....","I do big love. returned to normal life. switched off tv. outdoors. walking barefoot. deleted amazon app. shop local and farm shops. support local business.",913,"o","o","oo","individual, non-P.E.",FALSE
175,701407290855821312,"LoveyBlue727","💙 Lovey Blue, Call me Kellz 💙","God's Child/
Morgan State Alum/Ed.D./
Openly Black & Uppity/
Opinions are my own/
I don't argue, I block/
#GenX #BuffaloGirl #BuffaloBills  
♌ 🇦🇪🇵🇷",7448,"o","o","oo","individual, non-P.E.",FALSE
176,701407290855821312,"LoveyBlue727","💙 Lovey Blue, Call me Kellz 💙","God's Child/
Morgan State Alum/Ed.D./
Openly Black, Bougie, & Uppity/
Opinions are my own/
I don't argue, I block/
#GenX #BuffaloGirl #BuffaloBills  
♌ 🇦🇪🇵🇷",7448,"o","o","oo","individual, non-P.E.",FALSE
177,66953063,"LukaRenko","Luka Renko","Coach/mentor of managers. Investor. Sailor. Founder of @sledilnik, admin on http://pojalabanda.com.",7669,"o","o","oo","individual, non-P.E.",FALSE
178,922139348874743808,"LveFreeOrDie","LveFreeOrDie","The truth is like a lion. You don't have to defend it. Let it loose and it will defend itself.    –St. Augustine.",972,"o","o","oo","individual, non-P.E.",FALSE
179,51797285,"MAvancaBrasil","Movimento Avança Brasil 🇧🇷","Siga nosso canal no Telegram: https://t.me/mavancabrasil",2008,"o","f","fo","non-english",NA
180,1210190262,"MDealBarlow","Monique Deal Barlow","",533,"o","o","oo","individual, non-P.E.",FALSE
181,1292181259787988992,"MMcDonaldMD","Dr. Mark McDonald","Child & Adolescent Psychiatrist in West Los Angeles",2316,"p","p","pp","Both",TRUE
182,1090706330845831168,"MSubstandards","Licensing Municipal Substandards","We invest in our first-rate employees so we can guarantee fifth-rate service! 👍",5267,"o","g","go","non-individual",NA
183,719820444526841856,"MaizyDaizyZzzz","Maizy Daizy 🌼🥛🌸","",7490,"o","o","oo","individual, non-P.E.",FALSE
184,823565852922576896,"MarchForScience","March For Science","We're launching a political organizing arm to fight for science, democracy, a #GreenNewDeal, & #MedicareForAll Chip in! http://bit.ly/MFSSupport",792,"g","g","gg","non-individual",NA
185,1241182129326825472,"MarcusBeam1","Marcus Beam","Naw",3481,"o","o","oo","individual, non-P.E.",FALSE
186,73767560,"MariolaPR","Mariola Rivera Reyes","Hija, nieta, madre, pediatra, neumóloga pediátrica. MD/PhD. Diáspora no more. Jíbara y Salvaje.",5395,"f","o","of","non-english",NA
187,342864030,"MariosKaratzias","Marios Karatzias","#Social citizen CEO of @SocialWiz Believes in people's potential 2 innovate.Champions #SocialMedia. Tweets in Greek+English.RTs not endorsement #geopolitics",5761,"o","o","oo","individual, non-P.E.",FALSE
188,1245918711111749632,"MartinSkold2","Martin Skold","Geopolitical scholar. Strategerist. Policy wonk. Political adviser. Traveler of antique lands w/the lovely @cmgoodlander. I write things sometimes. Views my own",1030,"o","o","oo","individual, non-P.E.",FALSE
189,856852362278948864,"MaryFernando_","Mary Fernando MD","Mom, wife, doctor and writer. Care deeply about 🇨🇦 and places where politics meets patients. Born feisty. Medical psychotherapy. @MedicalPost @Sleuthsayers",1662,"p","p","pp","Both",TRUE
190,856852362278948864,"MaryFernando_","Mary Fernando MD","Mom, wife, doctor and writer. Care deeply about 🇨🇦 and places where politics meets patients. Born feisty. Writer for @MedicalPost @Sleuthsayers",1662,"p","p","pp","Both",TRUE
191,18023868,"MassGovernor","Charlie Baker","Official account of Governor Charlie Baker of Massachusetts.

Stay informed about #COVID19MA: visit https://t.co/w6n2kHMu41, call 2-1-1 or text COVIDMA to 888-777.

#MaskUpMA",4490,"o","o","oo","individual, non-P.E.",FALSE
192,782333861430779904,"MathewMKC","Mathew 🌸","I choose fearless not fearful. ⭐🥛🌸 😊",6454,"o","o","oo","individual, non-P.E.",FALSE
193,782333861430779904,"MathewMKC","Mathew 🌸","I choose fearless not fearful. ⭐🥛🌸 😊
#NoVaccinePassports
#EndLockdownNOW",6454,"o","o","oo","individual, non-P.E.",FALSE
194,1321995685135339520,"MattersSeeking","Seeking Truth Matters","""""""""You searched for the truth but you couldn't find it. Well you didn't search hard enough. Keep searching for it until you uncover it"""""""". Me talking to Myself.",4131,"o","o","oo","individual, non-P.E.",FALSE
195,1321995685135339520,"MattersSeeking","Seeking Truth Matters","CNN.... Comedy News Network.
Reporting that's always good for a laugh.
Brian Stelter sucks on helium all night before heading in to do his CNN slot.",4131,"o","o","oo","individual, non-P.E.",FALSE
196,1321995685135339520,"MattersSeeking","Seeking Truth Matters","CNN.... Comedy News Network.
Reporting that's always good for a laugh.
Brian Stelter sucks on helium overnight before heading in to do his CNN slot.",4131,"o","o","oo","individual, non-P.E.",FALSE
197,3232804748,"MaxFlugrath","Max Flugrath","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background.",3762,"o","o","oo","individual, non-P.E.",FALSE
198,3232804748,"MaxFlugrath","Max Flugrath","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background. 🏀 Fanatic. 🐶 Dad.",3762,"o","o","oo","individual, non-P.E.",FALSE
199,3232804748,"MaxFlugrath","Max Flugrath","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background. 🏀 fanatic.",3762,"o","o","oo","individual, non-P.E.",FALSE
200,822713107,"MayorMikeDuggan","Mayor Mike Duggan","Mike Duggan is the 75th Mayor of the @CityofDetroit. Account maintained by Mayor's Communications staff.",1755,"o","o","oo","individual, non-P.E.",FALSE
201,17070113,"MayorOfLA","MayorOfLA","Official account for the 42nd Mayor of Los Angeles, Eric Garcetti. 📧: http://LAMayor.org/Email 👍: http://FB.com/MayorOfLA 📸: http://Instagram.com/MayorOfLA",3974,"o","o","oo","individual, non-P.E.",FALSE
202,1329127492427321344,"MehdiShaah","Mehdi","",74,"o","o","oo","individual, non-P.E.",FALSE
203,1329127492427321344,"Mehdiranii","Mehdi","",74,"o","o","oo","individual, non-P.E.",FALSE
204,1272260220862058496,"Meidas_Wendy","Wendy Darling🧚🌊🌊","A kind and loving heart. A die-hard Red Sox and German Shepherd fan!
Proud Founding Member and MeidasTouch Patriot
@MeidasTouch #MeidasMighty
#BLM",7654,"o","o","oo","individual, non-P.E.",FALSE
205,1325794168141193216,"MerchantBanke18","MerchantBanker","Objective and Subjective investment commentary",148,"o","o","oo","individual, non-P.E.",FALSE
206,18021210,"MichDeptofAg","MI Ag & Rural Dev","Michigan Department of Agriculture & Rural Development. We touch the lives of every MI consumer from the food you eat, the milk you drink & the gas in your car.",4533,"g","o","og","non-individual",NA
207,877860982437142528,"MichaelG_UK","Michael Gbadebo FRSA","Aspire 2 inspire b4 u expire. Family / Sci / Tech / Innovation / Entrepreneurship / Politics / Motorsport / Cri-Thinking / Justice / Education / CfoA / Cllr BF",4206,"o","o","oo","individual, non-P.E.",FALSE
208,904831907829047296,"MichaelRynne1","Michael Rynne","CLL advocate in CLL Ireland and CLL Advocates Network. Working for the unmet needs of the CLL community in Ireland. Chronic lymphocytic leukaemia",1047,"p","o","op","Description",TRUE
209,2173266672,"MihaiVioreanu","Mihai Vioreanu","Father, husband, orthopaedic surgeon, sports enthusiast & knee geek",4132,"o","o","oo","individual, non-P.E.",FALSE
210,556602197,"Mike_Bresson","Mike Bresson 🇪🇺🇫🇷 #Macron2022","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.•.",6380,"o","o","oo","individual, non-P.E.",FALSE
211,556602197,"Mike_Bresson","Mike Bresson 🇪🇺🇫🇷 #Macron2022","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.",6380,"o","o","oo","individual, non-P.E.",FALSE
212,3638215945,"MirrorNow","Mirror Now","MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.",1637,"g","o","og","non-individual",NA
213,821657750748954624,"Modi_Nama","Modinama","Narendra Modi: The Secret Ingredient of Every Indian's Success. Join our Telegram channel: Modinama
https://t.me/modinama1",6741,"o","o","oo","individual, non-P.E.",FALSE
214,1176541306954424320,"MontagueTerrie","Montypocket69","Disillusioned about current leadership in our country but hopeful for something better...soon..NOW no DM
Support Springboks 🦌",5270,"o","o","oo","individual, non-P.E.",FALSE
215,1176541306954424320,"MontagueTerrie","Montypocket69","Disillusioned about current leadership in our country but hopeful for something better...soon..NOW no DM.. DO NOT SELL YR SOUL!
Support Springboks 🦌",5270,"o","o","oo","individual, non-P.E.",FALSE
216,261796988,"MountainAsh2020","Ashley Mountain","Views are my own, obviously enough.",5745,"o","o","oo","individual, non-P.E.",FALSE
217,1106466630379409408,"MuaazAsif14","Muhammad Muaaz Asif","A proud follower of MuhammadNawazSharif
#MaryamNawazSharif
 #Cricket 🇵🇰 #LahoreQalandars   #Juventus ⚽",4332,"o","o","oo","individual, non-P.E.",FALSE
218,987329808332984320,"MyForeverTravel","My Forever Travel","For Healthy Life and Sane Mind!",1774,"o","o","oo","individual, non-P.E.",FALSE
219,21156177,"NAVASTOCK","JUDY ELMAYAN","God did",1541,"o","o","oo","individual, non-P.E.",FALSE
220,1073305357957677056,"NEETEGENMSM1","NEE TEGEN MSM","MainStreamMedia laten bewust zaken niet zien ➡️ dubbele agenda’s. Wij snijden de verzwegen onderwerpen aan en ontmaskeren de spreekbuizen vd macht.",4675,"f","o","of","non-english",NA
221,1121282413496156160,"NEILDav80815508","@NEILDavies","gardening cooking music and friends standing up for what is right 
fighting for saviors of child abuse",4585,"o","o","oo","individual, non-P.E.",FALSE
222,875112528,"NPatnaikOdisha","Niranjan Patnaik","President, Odisha Pradesh Congress Committee, Ex Cabinet Minister",6363,"o","o","oo","individual, non-P.E.",FALSE
223,1164502444472033280,"NSSRDChandigarh","NSS RD Chandigarh","Official account of Ministry of Youth Affairs and Sports, Government of India for NSS Regional Directorate (Chandigarh, H.P. & Punjab), Chandigarh.",1847,"g","o","og","non-individual",NA
224,19834403,"NYCMayor","Mayor Bill de Blasio","Fighting every day to make New York the fairest big city in America. He/him/his. (http://nyc.gov/socialmediapolicy)",964,"o","o","oo","individual, non-P.E.",FALSE
225,1374626359415353344,"Naghmeh60","Naghmeh","",6510,"o","o","oo","individual, non-P.E.",FALSE
226,1373388944713396224,"Nahalforoutan65","Nahal","dv2021",1556,"o","o","oo","individual, non-P.E.",FALSE
227,1427565012,"Nairametrics","Nairametrics","Business News | Stock Market | Money Market | Cryptos | Financial Literacy | SME |
Inquiries: outreach@nairametrics.com FB/IG/Twitter/LinkedIn: Nairametrics",3496,"o","o","oo","individual, non-P.E.",FALSE
228,1320027714485628928,"Naomi18544634","Naomi","THE NEW FEDERAL STATE OF CHINA",4039,"g","o","og","non-individual",NA
229,3515595192,"NathanGrubaugh","Nathan Grubaugh","Assistant Professor @YaleEMD. Studies 🦟🦠 transmission, evolution, and emergence. Will sequence for 🍺 (and funding).",1494,"p","o","op","Description",TRUE
230,936078120,"NathanStall","Nathan Stall","Geriatrics/Internal Med @SinaiHealth. Research Fellow @WCRInstitute. PhD(c) Clin Epi @ihpmeuoft. CSTP @UofT_DoM. Vanier Scholar @CIHR_IRSC. Assoc Editor @CMAJ.",5628,"p","o","op","Description",TRUE
231,56321146,"Navrang","नवरंग","Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join http://t.me/SBNavrang",287,"o","f","fo","non-english",NA
232,958408514807967744,"NewDayForNJ","Tricia Flanagan (R-NJ)","Official Page for Tricia Flanagan | Team America | Jersey Bold 🇺🇸 Healthcare | National Security #2A #NRA #ConstitutionCaucus",3459,"o","o","oo","individual, non-P.E.",FALSE
233,16543760,"News12LI","News12LI","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/qOzTZWuxjH for updates. For news tips, call (516) 393-1200. #LongIsland",1929,"g","g","gg","non-individual",NA
234,22646514,"NewstalkFM","NewstalkFM","We aim to engage, challenge, inform, and entertain. Tune in: 106-108FM or http://newstalk.com/listenlive",3792,"g","g","gg","non-individual",NA
235,896048840947765248,"NonVaccinato","Unvaccinated 🧱","“Ci sono due diversi tipi di persone nel mondo, quelli che vogliono sapere e coloro che vogliono credere... “. Friedrich Nietzsche",6249,"f","o","of","non-english",NA
236,1209936918,"OANN","One America News","Your nation. Your news. #OANN",6564,"g","g","gg","non-individual",NA
237,48574376,"OPMJamaica","OPM Jamaica","Official Twitter account of the Office of the Prime Minister in Jamaica. Email: AskOPM@OPM.Gov.JM",3741,"g","o","og","non-individual",NA
238,167518667,"ObsoleteDogma","Matt O'Brien","Writer in New York. Formerly the Washington Post & the Atlantic.",1907,"o","o","oo","individual, non-P.E.",FALSE
239,1096324563305201664,"OfWudan","Master Po","Glorious and upright person of genius. K1 World Champion. Pronouns KING/GOD. I teach the deserving how to be rich at http://Cobratate.com Millionaire/nice guy",3229,"o","o","oo","individual, non-P.E.",FALSE
240,84366480,"OttawaHealth","Ottawa Public Health","Ottawa’s leading source for health information, programs & services. Prevention, promotion, & protection for healthy communities.
Français = @OttawaSante",1168,"g","g","gg","non-individual",NA
241,19983221,"PA","PA Media","#Breaking news, developing stories, features and more from the UK’s national news and sport agency.",1519,"g","o","og","non-individual",NA
242,908617748225363968,"PCombourg","Paul De Combourg","",5893,"o","o","oo","individual, non-P.E.",FALSE
243,1270704242718846976,"PISDI94_96","🇺🇸🍺Senior Drill Instructor Sgt. White 🍺🇺🇸","10 Year Marine Corps Veteran//Biden is a piece of shit #Resist #NotMyPresident #46TheFraud #KamalaIsRacist Pronouns: AR15/AK47",3934,"o","o","oo","individual, non-P.E.",FALSE
244,1270704242718846976,"PISDI94_96","🇺🇸🍺TRUMP WON 🍺🇺🇸","10 Year Marine Corps Veteran//Biden is a piece of shit #Resist #NotMyPresident #46TheFraud #KamalaIsRacist Pronouns: AR15/AK47",3934,"o","o","oo","individual, non-P.E.",FALSE
245,1270704242718846976,"PISDI94_96","🇺🇸🍺TRUMP WON🍺🇺🇸","10 Year Marine Corps Veteran//Biden is a piece of shit #Resist #NotMyPresident #46TheFraud #KamalaIsRacist Pronouns: AR15/AK47",3934,"o","o","oo","individual, non-P.E.",FALSE
246,1349149096909668352,"POTUS","President Biden","46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: http://whitehouse.gov/privacy",2342,"o","o","oo","individual, non-P.E.",FALSE
247,245601025,"PSPC_SPAC","Public Services","Official page for Public Services and Procurement Canada Français @SPAC_PSPC Terms: http://goo.gl/a2qbNJ",7515,"g","g","gg","non-individual",NA
248,1729205360,"PastoreFrance","Francesco Pastore","Mercante d'armi antimoralista, realista e anticomunista",106,"f","o","of","non-english",NA
249,1105341553965522944,"Patty66509580","Patty ❤Salento","vivi e lascia vivere/salento nel ❤",4635,"f","o","of","non-english",NA
250,378385961,"PennyGill3","Penny Gill","President: Autism/PDD Family Alliance.  University of Toronto Law, 1981. Seeking sound political governance & challenging its foes. I speak for myself here.",1961,"o","o","oo","individual, non-P.E.",FALSE
251,2608740770,"PeterWMurphy1","Peter Murphy","Progressive Christian. Supports human rights, incl. #LGBTIQ rights, #refugees and #ClimateAction. Interested in politics. #Whovian. #BlackLivesMatterAustralia",4927,"o","o","oo","individual, non-P.E.",FALSE
252,852483272,"PhilGreaves01","Phil Greaves","just a proletarian theoretician, adrift in a sea of disunity...",5833,"o","o","oo","individual, non-P.E.",FALSE
253,990720508550373376,"PhilipWatson_","Philip Watson","Data Analyst, Writer, OSINT Investigator, Citizen Journalist    philip@citizenjournos.com

""""""""an unsettling troublemaker"""""""" according to a BBCNI stenographer",2506,"o","o","oo","individual, non-P.E.",FALSE
254,259930617,"Piano_Joe","The Trump Squad 👮🇺🇸 🚔🇮🇹🔫","NYPD 👮(🎹 🎸📷) Trump Conservative. Grandson/Son of a 💜 Navy Seal. I follow ALL #MAGA Patriots that follow me. #BackTheBlue #WalkAway",7,"o","o","oo","individual, non-P.E.",FALSE
255,1367612755667259392,"PissOffTrumpz","Dr.WearYourFnMask","✌Queen✌️ Retired super early, Badass Ex Independent taking a Strong Side DEMOCRAT.  Starting Over 🤦 WILL FB ASAP

I Voted To Save America💃",752,"n","p","pn","Name, NOT 
Description",TRUE
256,1367612755667259392,"PissOffTrumpz","Dr.WearYourFnMask★","✌Queen✌️ Retired super early, Badass Ex Independent taking a Strong Side DEMOCRAT.  Starting Over 🤦 WILL FB ASAP

I Voted To Save America💃",752,"n","p","pn","Name, NOT 
Description",TRUE
257,1245650087046332416,"Plugged12187185","Plugged","The right to preserve your inherent DNA",1074,"o","o","oo","individual, non-P.E.",FALSE
258,35051304,"PolitiBunny","The🐰FOO","Smile at ppl who hate you. Honorary ray of sunshine. @TwitchyTeam🧡editor. My dog is smarter than you. #FOOBar Opinions mine. #Problematic #HappyWarrior #Resist",1037,"o","o","oo","individual, non-P.E.",FALSE
259,8953122,"PolitiFact","PolitiFact","Home of the Truth-O-Meter and independent fact-checking. Part of @Poynter. Sign up for our newsletter: https://bit.ly/2Y1o3Ui",6927,"o","o","oo","individual, non-P.E.",FALSE
260,305670657,"PollyWilkins","Polly Pallister-Wilkins","Associate Professor. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.",5649,"o","o","oo","individual, non-P.E.",FALSE
261,305670657,"PollyWilkins","Polly Pallister-Wilkins","Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.",5649,"o","o","oo","individual, non-P.E.",FALSE
262,305670657,"PollyWilkins","Polly Pallister-Wilkins","Senior Lecturer. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.",5649,"o","o","oo","individual, non-P.E.",FALSE
263,549304456,"ProfTimNoakes","Tim Noakes","Author, Emeritus Professor, runner, LCHF/Banting/CrossFit proponent. No longer registered medical doctor. Spreading scientific information, not medical advice.",7020,"p","o","op","Description",TRUE
264,852096577241923584,"Prof_G_McArthur","Exec Director VCCC","Executive Director, Victorian Comprehensive Cancer Centre: alliance of 10 research, clinical & academic institutions working together to control & cure cancer",4003,"o","o","oo","individual, non-P.E.",FALSE
265,1334787090521866240,"QuietOb83023773","ThinkingOutLoud","Australian. Strangling society in the name of “controlling” a virus is moral and intellectual degeneracy. Public policy & politics are my game.",6318,"o","o","oo","individual, non-P.E.",FALSE
266,41410702,"RBPundit","RBe","I’m not on your team. Also, 8/2(2+2)=16 even if it hurts your feelings.

https://twitter.com/RBPundit/status/1321817477001682948",579,"o","o","oo","individual, non-P.E.",FALSE
267,1334726259125841920,"RISAI60617094","RIS AI","RIS AI is an artificial intelligence N research organization that aims to make AI accessible to everyone creating a better tomorrow by introducing intelligence.",1305,"g","g","gg","non-individual",NA
268,777662911,"RP131","Richard 📊📉","Over 20 years experience building, diagnosing and fixing large scale, high performance computer systems that process lots of data under heavy scrutiny",26,"o","o","oo","individual, non-P.E.",FALSE
269,994743360018681856,"RealDTrumpTweet","Real Trump Tweets","Donald Trump's account is suspended by Gestapo Jack so posting @RealDonaldTrump tweets + some of my favorite @cjtruth Gab posts who was suspended here",3883,"o","o","oo","individual, non-P.E.",FALSE
270,994743360018681856,"RealDTrumpTweet","Real Trump Tweets","Donald Trump's account is suspended by Gestapo Jack so will have to figure out how to use this account ~ Real Donald Trump tweets + some of my favorites",3883,"o","o","oo","individual, non-P.E.",FALSE
271,1343246060102316032,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","TRUTH 🙌  INFLUENCER 📈 🔥  HONEST UNBIASED POLLS 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  CHALLENGE EVERYONE 💫  TRUST IS EARNT  ♌  FREEDOM IS EVERYTHING🎷 ❤️",1450,"o","o","oo","individual, non-P.E.",FALSE
