"order","label","id","screen_name","name","description","missing"
1509,"individual, not P.E.","134890715","nicktolhurst","Nick🇬🇧🇪🇺","Anglo-European. Optimistic Arsenal fan, Agatha Christie head & whisky drinker. Purveyor of general englishness from a time before world lost its marbles",FALSE
1528,"individual, not P.E.","135031721","4mambo","Geoff Kitney","Former Press Gallery journalist, foreign correspondent, now occasional commentator, contributor to Paris-based https://t.co/gJwCwP38bB, author of Beyond the News Room.",FALSE
1160,"individual, not P.E.","135038428","madwixxy","Peter Wicks","Champagne for my real friends. Real pain for my sham friends.... Opinions are mine, not necessarily my employers or anyone elses, but you can borrow them...",FALSE
1200,"individual, not P.E.","135110894","vikrantgupta73","Vikrant Gupta","Senior Executive Editor, Aaj Tak/India Today. Forever a student of life: What do they know of Cricket who only Cricket know. Views/RTs personal opinion",FALSE
1083,"individual, not P.E.","135209585","GarysBlues","Gary T","Knowing begins when thinking ceases, having finished its work. 
🇺🇸#USArmyWarriors🇺🇸 #SwiftJusticeforTreason🇺🇸 #NoMarxism🇺🇸 #DefendLife🇺🇸",FALSE
1083,"individual, not P.E.","135209585","GarysBlues","Gary T","Knowing begins when thinking ceases, having finished its work. 
🇺🇸#USArmyWarriors🇺🇸 #SwiftJusticeforTreason🇺🇸 #NoMarxism🇺🇸 #DefendLife🇺🇸 No DMs",FALSE
1262,"individual, not P.E.","135238546","manoj_kotak","Manoj Kotak","Member of Parliament - Mumbai North East. Standing Committee Member for Finance & Standing Committee Member for Commerce.",FALSE
6327,"non-english","135241813","oldschoolmonk","chacha monk","Twitter dot com pe maja lene aate hain",FALSE
6327,"non-english","135241813","oldschoolmonk","chacha monk #TeamIdli","Twitter dot com pe maja lene aate hain",FALSE
5803,"P.E.","135485344","drajoykumar","Dr Ajoy Kumar","Indian National Congress. Believe in Honest Politics. Ex MP(LS) Jamshedpur. Youngest IPS 2 receive Police🏅4 Gallantry.   FB:DrAjoyKumarIPS",FALSE
927,"P.E.","135747864","DrPrashantkorat","Dr. Prashant Korat","President Bharatiya Janta Yuva Morcha (BJYM) Gujarat Pradesh. Managing Trustee Shri Savjibhai korat Trust.",FALSE
4951,"P.E.","135848812","psychiatrycal","Subir H Chaudhuri","irreverent psychiatrist. certified cynic",FALSE
2485,"individual, not P.E.","136004952","afneil","Andrew Neil","Chairman @Spectator, @spectatorUSA, @Spectator Australia, @Apollo_Magazine. Former Editor of The Sunday Times and BBC political presenter.",FALSE
6602,"individual, not P.E.","136212094","chiragbarjatyaa","Chirag Barjatya","Nutrition Coach | Blogger | Podcast | DM with purpose. Ambassador @FitIndiaOff |  Bearer @AajaoDosto https://linktr.ee/chiragbarjatya",FALSE
6602,"individual, not P.E.","136212094","chiragbarjatyaa","Chirag Barjatya","Nutrition Coach of 1200+ people so far | Blogger | Podcast | DM with purpose. Ambassador @FitIndiaOff |  Bearer @AajaoDosto http://linktr.ee/chiragbarjatya",FALSE
3426,"individual, not P.E.","136332449","mayoushtak","@Mayoush","🇱🇧 that thinks CDNs have ruined a beautiful country. SO FED-UP😥COME JESUS🙏 @mayoush on Gab/Telegram/Parler",FALSE
5228,"individual, not P.E.","136510509","IbKonteh","Attacking Team","Look for me in the whirlwind",FALSE
5228,"individual, not P.E.","136510509","ibkaikai","AttacKING Team","Look for me in the whirlwind",FALSE
5228,"individual, not P.E.","136510509","ibkaikai","Ibrahim K Konteh","The only way is UP✨",FALSE
4226,"non-individual","137073586","punditclass","Pundit Class","",FALSE
6935,"individual, not P.E.","137198586","billshortenmp","Bill Shorten","Shadow Minister for the NDIS. Shadow Minister for Govt Services. Federal Member for Maribyrnong.",FALSE
2472,"individual, not P.E.","137413599","allisonpearson","Allison Pearson","Telegraph columnist, apprentice mother, words nut, author How Hard Can It Be? Follows anyone from Wales.",FALSE
4361,"individual, not P.E.","137595268","SquigglyRick","Rick Morton","Senior Reporter: The Saturday Paper. Author: One Hundred Years of Dirt & On Money (Hachette) out now. Country kid from QLD. rickjamesmorton@gmail.com",FALSE
1883,"individual, not P.E.","137997501","SteveCypha","BadMan Cyph","Thank God For The Liquor... Cause Now All These Retards Can Pass Out 📩: Badmancyph@gmail.com",FALSE
4462,"non-individual","138101587","ctvregina","CTV Regina","Breaking news headlines & weather updates from southern Saskatchewan's most comprehensive local news and information source on-air and online.",FALSE
242,"individual, not P.E.","138212853","karenissuper","Neanderthal Karen 1️⃣9️⃣8️⃣4️⃣","on gab @Karen16903",FALSE
242,"individual, not P.E.","138212853","karenissuper","Neanderthal Karen 1️⃣9️⃣8️⃣4️⃣","I grew up in 70s 80s 90s NYC. Your virus ain't sh¡t.",FALSE
242,"individual, not P.E.","138212853","karenissuper","Neanderthal Karen 1️⃣9️⃣8️⃣4️⃣","meh. I got nothin' to say to you people.😘",FALSE
242,"individual, not P.E.","138212853","karenissuper","Karen 🇺🇲🇵🇱🇮🇪🇸🇪🇳🇴🇨🇦🇩🇪🏴🇬🇧","Genealogist for 25+ yrs. Why so many flags? I'm an American of Polish, Irish,  Swedish,  Norwegian,  Canadian, German, Scottish & English descent.",FALSE
4867,"individual, not P.E.","138582512","nbc10_brian","Brian Crandall","Husband.  Father of 3.  Reporter at @NBC10 in RI.  Westerly, RI native.  @AmericanU alum.",FALSE
6547,"individual, not P.E.","138714470","Rajat_Hind","#ModiEra 2.0","HR Strategist, Analyst, Proud Hindu n ModiBhakt
Proud to be followed by @KapilMiahra_IND
@shaziailmi @ShobaBJP

RT nt =2 endorse",FALSE
6547,"individual, not P.E.","138714470","Rajat_Hind","#ModiEra 2.0","HR Strategist, Analyst, Proud Hindu n ModiBhakt.

Exposing Fake News.

Proud to be followed by @KapilMiahra_IND
@shaziailmi @ShobaBJP

RT nt =2 endorse",FALSE
2945,"individual, not P.E.","138717046","BrunoBrussels","Bruno Waterfield, Brussels","",FALSE
2945,"individual, not P.E.","138717046","BrunoBrussels","Bruno Waterfield, Brussels","Newspaper journalist by trade - the Times",FALSE
406,"non-individual","138749160","MetroUK","Metro","We give the people what they want 🎁",FALSE
2191,"individual, not P.E.","138809881","mschlapp","Matt Schlapp","Dad to 5 angels, husband to @mercedesschlapp as seen on the screen, kansas, American Conservative Union Chair, @cpac, Go Irish, life is better on the farm",FALSE
4476,"individual, not P.E.","138822469","OmarAbdullah","Omar Abdullah","Vice President @JKNC_ Tweets are my own.",FALSE
4749,"P.E.","139049986","jfeldman_epi","Justin Feldman","Epidemiologist of social inequality and state violence.

Health & Human Rights Fellow @fxbharvard",FALSE
3419,"individual, not P.E.","139162440","pattonoswalt","Patton Oswalt","So much going on. AP Bio on @peacockTV. Goldbergs on @abc. MODOK coming to @Hulu in 2021. I like making stuff, you know? IG: pattonoswalt",FALSE
6830,"individual, not P.E.","139189823","ShivAroor","Shiv Aroor","Executive Editor, @IndiaToday TV | Founder @Livefist | Author of the #IndiasMostFearless books | DMs open! | shivaroor@gmail.com",FALSE
6830,"individual, not P.E.","139189823","ShivAroor","Shiv Aroor","Executive Editor, @IndiaToday TV | Founder @Livefist | Author of the #IndiasMostFearless books | shivaroor@gmail.com",FALSE
6830,"individual, not P.E.","139189823","ShivAroor","Shiv Aroor","Executive Editor, @IndiaToday TV | Founder @Livefist | Author of the #IndiasMostFearless books | shivaroor@gmail.com | Profile picture by Mira Singh Aroor",FALSE
1159,"individual, not P.E.","139302186","Fa__ek","𝕱𝖆𝖊𝖖𝖚𝖊 | فائق | फ़ाएक़","Tweets Are Personal | RTs Aren't Endorsement | Humbled To Be Followed By @PankajPuniaINC @srinivasiyc @srivatsayb @GauravPandhi @SChaudharyINC",FALSE
5941,"individual, not P.E.","139444923","sailorsmoon","Sailor","If I've made sense, probably I am drunk.",FALSE
6368,"individual, not P.E.","139568810","DanRShafer","Dan Shafer","I write and publish an opinion column called The Recombobulation Area. Stay-at-home Dad. Past: @seattlemag @MKEBizJournal @milwaukeemag. MILWAUKEE BUCKS FAN.",FALSE
3916,"individual, not P.E.","139823781","BetteMidler","bettemidler","The People’s Diva...",FALSE
3916,"individual, not P.E.","139823781","BetteMidler","bettemidler","In Mourning",FALSE
5644,"individual, not P.E.","139894764","timbhealey","Tim Healey","Mets beat writer, @Newsday. Author, """"""""Hometown Hardball"""""""" (http://amzn.to/2hpDNvz). BU alum. I’m not yelling, that’s just how I talk.",FALSE
950,"individual, not P.E.","140044212","Mahesh10816","Mahesh 🇮🇳","Patriotic Indian-India First-Call a Spade a Spade. Honored to be followed by @narendramodi ji & @rajnathsingh Ji

Views expressed in this handle are my own 🙏",FALSE
6720,"P.E.","140047339","DrAMSinghvi","Abhishek Singhvi","Official Handle of Dr. Abhishek Singhvi|
3rd term Sr. MP| INC's Natl Spokesperson| ex-Chair, Comm. on Law| ex-ASG| Sr.Adv| Eminent Jurist| Const Expert| Author",FALSE
6949,"individual, not P.E.","140286364","nielslesniewski","Niels Lesniewski","CQ Roll Call Chief Correspondent, White House & Congress
niels@cqrollcall.com",FALSE
1993,"individual, not P.E.","140398355","silvestercliff","Silvester Clifford ✋","Proud Indian | Indian National Congress Supporter | With Rahul Gandhi | 
Football = Real Madrid | Music = Yanni",FALSE
298,"individual, not P.E.","140469448","GauravGogoiAsm","Gaurav Gogoi","2-term MP, Deputy Leader Lok Sabha INC, WEF Young Global Leader. Interests: economics, foreign policy, environment.",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - Stay Tuned मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - छत्री नसलेला मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - नैतिक मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - शपथ घेणारा मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - IPL मधील शपथ्या मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - Locked मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
3373,"non-english","140734692","iAtulB","Atul Kulkarni - निष्पक्ष मराठी पत्रकार","माझे ट्विट, केंद्राची जबाबदारी!

कालच मी हॉटेल मध्ये जेवलो, त्यातील राज्याचा GST मधील वाटा आजच हिशोब करुन त्वरित राज्याला द्यावा, ह्यासाठी पत्र लिहिले आहे!",FALSE
1037,"individual, not P.E.","140870690","Mayurmatam","Matam Mayurnath🇮🇳🚩✍️","LLB graduate- Patriot- BJP Sevak- Tweets are My own - Freelancer🚩🤷🏻‍♂️🚩🇮🇳💯 

/Retweeet/

follow my Insta at https://www.instagram.com/mayur.mat?r=nametag",FALSE
463,"individual, not P.E.","140879935","anshuman1tiwari","anshuman tiwari","EDITOR @IndiatodayHindi| @aajtak| Economics,History @StateIVLP @ICFJ @Cheveningfco Awards: Goenka| kulish| WAN|#TEDx Book @Laxminama #Arthaat My Tweets are mine",FALSE
463,"individual, not P.E.","140879935","anshuman1tiwari","anshuman tiwari","EDITOR @IndiatodayHindi|@aajtak|Economics,History @StateIVLP @ICFJ @Cheveningfco Awards: Goenka| kulish|WAN|TEDx-Author #Arthaat #Kharchapani my tweets are mine",FALSE
6783,"individual, not P.E.","140939773","SardesaiVarun","Varun Sardesai","Secretary, Yuva Sena |  MS Civil Engineering (Columbia University)",FALSE
4391,"individual, not P.E.","141084952","IsraeliPM","PM of Israel","The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱",FALSE
5424,"individual, not P.E.","141111844","samirgurav","Samir Gurav","Director at KSPL | IT Professional | Nationalist | Views personal",FALSE
5424,"individual, not P.E.","141111844","samirgurav","Samir Gurav","Director at KSPL | IT Professional | Nationalist | Co-Convenor, IT & Social Media-BJP Maharashtra | Views personal",FALSE
3551,"individual, not P.E.","141153890","LuvDatta_","Luv Datta लव दत्ता #INC 🇮🇳","National Co Coordinator for SM @INCINDIA । Follow @WithCongress to volunteer for INC । Tweets Personal l God is One #TeamRG",FALSE
3551,"individual, not P.E.","141153890","LuvDatta_INC","Luv Datta लव दत्ता #INC 🇮🇳","National Co Coordinator for SM @INCINDIA । Follow @WithCongress to volunteer for INC । Tweets Personal l God is One #TeamRG",FALSE
3692,"P.E.","141251367","AliHaggett","Dr Ali Haggett","Former university lecturer/research on mental health, now work in the community. #MentalHealth #Kinesiology #SportingMemories #HolisticHealth #Author",FALSE
3369,"individual, not P.E.","141527741","prakashraaj","Prakash Raj","let's give back to life",FALSE
1673,"non-individual","141584822","ians_india","IANS Tweets","India's largest independent News Agency",FALSE
3572,"individual, not P.E.","141615129","ashokhavarshini","Ashokha Varshini","'Running' successfully in a newsroom near you",FALSE
363,"individual, not P.E.","141901567","SortedEagle","Eagle Eye","",FALSE
5844,"non-english","142004748","naikrakesh","Rocks","𝗜𝘁'𝘀 𝗰𝗵𝗼𝗶𝗰𝗲, 𝗻𝗼𝘁 𝗰𝗵𝗮𝗻𝗰𝗲, 𝘁𝗵𝗮𝘁 𝗱𝗲𝘁𝗲𝗿𝗺𝗶𝗻𝗲𝘀 𝘆𝗼𝘂𝗿 𝗱𝗲𝘀𝘁𝗶𝗻𝘆 - (𝗝𝗲𝗮𝗻 𝗡𝗶𝗱𝗲𝘁𝗰𝗵). #𝗩𝗲𝗻𝘁𝘂𝗿𝗲𝗖𝗮𝗽𝗶𝘁𝗮𝗹𝗶𝘀𝘁, Nationalist * Brahmin * No Lists *  #HinduEcosystem",FALSE
5844,"non-english","142004748","naikrakesh","Rocks","𝗜𝘁'𝘀 𝗰𝗵𝗼𝗶𝗰𝗲, 𝗻𝗼𝘁 𝗰𝗵𝗮𝗻𝗰𝗲, 𝘁𝗵𝗮𝘁 𝗱𝗲𝘁𝗲𝗿𝗺𝗶𝗻𝗲𝘀 𝘆𝗼𝘂𝗿 𝗱𝗲𝘀𝘁𝗶𝗻𝘆 - (𝗝𝗲𝗮𝗻 𝗡𝗶𝗱𝗲𝘁𝗰𝗵). #𝗩𝗲𝗻𝘁𝘂𝗿𝗲𝗖𝗮𝗽𝗶𝘁𝗮𝗹𝗶𝘀𝘁, Nationalist * Brahmin * *Kannadiga* No to Lists *  #HinduEcosystem",FALSE
1891,"individual, not P.E.","142023476","dilipjain1979","Dilip Jain | दिलीप जैन 🇮🇳","Entrepreneur ● Love Cooking ● Blessed To Be Followed By PM Narendra Modi & Sh Amit Shah ● #JaiHind 🇮🇳",FALSE
5812,"non-english","142177190","SakamotoFumie","🥦Fumie Sakamoto,MPH,CIC 坂本史衣","病院の質改善部門で働く感染管理専門職📉医療関連感染予防体制の構築・評価・改善🕊SLIU(BSN)→Columbia MSPH(MPH)→CBIC/CIC認定🖍看護師＆保健師免許あり🌭感染対策40の鉄則(医学書院)📚基礎から学ぶ医療関連感染対策(南江堂)など🍕Yahoo!個人オーサー🥞個人の見解🍷Bio↓",FALSE
5019,"individual, not P.E.","142230713","harishbpuri","Harish Puri 🇮🇳","A retired Army officer, avid reader and blogger",FALSE
2322,"individual, not P.E.","142613800","duryodan_","Duryodhan ❁ 🇮🇳","Nationalist | Proud Hindu | India First | Jai-Ho. Follow for news updates of South India politics, BJP, Narendra Modi & Amit Shah and the NDA Government.",FALSE
4205,"P.E.","142780564","Dr_MayankPuri","Dr. Mayank Puri","𝗦𝘁𝗮𝘁𝗲 𝗖𝗵𝗮𝗶𝗿𝗽𝗲𝗿𝘀𝗼𝗻 - @INCChandigarh 𝗦𝗼𝗰𝗶𝗮𝗹 𝗠𝗲𝗱𝗶𝗮 𝗗𝗲𝗽𝘁. #Poet #SocialHermit #ProudIndian #Hindu #HumanityFirst",FALSE
4454,"individual, not P.E.","142975965","LaljiDesaiG","Lalji Desai","Chief Organiser @CongressSevadal. Sevadal is the grassroots frontal organisation of @INCIndia | Social & Political Activist | Views are Personal |RT≠Endorsement",FALSE
3451,"individual, not P.E.","143169070","CarmineSabia","Carmine Sabia","Christian conservative, Writer, Editor, Pundit, Yankees fan, NRA member, Israel supporter. I do interviews and stuff. Isaiah 5:20. #Resist.",FALSE
673,"individual, not P.E.","143388401","DarshanaJardosh","Darshana Jardosh","Member of Parliament - Surat | Member - Public Accounts Committee (PAC) | Ex-Gen. Secretary - BJP National Mahila Morcha | Photographer",FALSE
3060,"non-individual","143415291","BBCBreakfast","BBC Breakfast","The UK's favourite morning news programme. Wake up with the 2021 RTS Award winning UK’s most watched Breakfast show every day from 6am on BBC One ⏰☕️",FALSE
3060,"non-individual","143415291","BBCBreakfast","BBC Breakfast","The UK's favourite morning news programme. Wake up with the 2021 RTS Award winning UK’s most watched Breakfast show from 6am on BBC One ⏰☕️",FALSE
2765,"individual, not P.E.","143549690","adamhamdy","Adam Hamdy","Writer. Books: @YA_Books Screen: @casarottoramsay Co-founder @CapitalCrime1 Board @thrillerwriters",FALSE
4927,"P.E.","143629076","timspector","Tim Spector","Principal Investigator of the PREDICT studies and the ZOE Covid Symptom Study app. Researcher/Author on microbiome, nutrition & genomics. All views my own.",FALSE
23,"individual, not P.E.","143776014","TheJaggi","R Jagannathan","Editorial Director, Swarajya. Earlier editorial head at http://Firstpost.com, Forbes India, Financial Express, Business Today. Retweets aren't endorsements.,",FALSE
2767,"individual, not P.E.","144044740","sri9011","Good Governance 🇮🇳","Tweets-my.personal views  RTs/Quotes/Likes not endorsements.  Support PM @NarendraModi ji 
Fan of @Boxerpanghal & @PVSindhu1",FALSE
5352,"non-individual","144274618","economics","Bloomberg Economics","Breaking economics news and analysis from @business, the first word in global business and finance.",FALSE
5352,"non-individual","144274618","economics","Bloomberg Economics","Breaking economics news and analysis from @business, the first word in global business and finance. Sign up for our daily newsletter: https://trib.al/egax9aI",FALSE
2000,"individual, not P.E.","144658847","cjsnowdon","Christopher Snowdon","Smiley smiter and pub opening proponent. IEA. Views are my own.",FALSE
2000,"individual, not P.E.","144658847","cjsnowdon","Christopher Snowdon","If you were right I would agree with you. IEA. Views are my own.",FALSE
510,"individual, not P.E.","144661304","PerrettReport","Janine Perrett","Proud journo for 40 years. Now more than ever.",FALSE
6032,"individual, not P.E.","144831488","Mausoom_Maus","Abdulla Mausoom","Minister of Tourism, Maldives.
Former Resort Boy, Ambassador, GM, MP, Lecturer, Chairperson MSA-UK. Environmentalist. Democracy Advocate.
Chess Enthusiast.",FALSE
6470,"P.E.","145124708","kprabhdeep","Prabhdeep Kaur","Physician, Public health expert,FETP faculty @icmr_nie areas -NCD, COVID-19 response, implementation science, outbreaks, surveillance, policy, Tweets personal",FALSE
6470,"P.E.","145124708","kprabhdeep","Prabhdeep Kaur","Physician, Public health expert,FETP faculty @icmr_nie, work on NCD, COVID-19 response, implementation science, outbreaks, surveillance, policy, Tweets personal",FALSE
3553,"non-english","145295928","tweeple_rakesh","Rakesh's टीव टीव🐤","Passionate about Cricket & Politics.

मराठी tweeter, tweet for awareness. do #ReTweet for #RightTweets",FALSE
3553,"non-english","145295928","tweeple_rakesh","Rakesh's टीव टीव 🐤","Passionate about Cricket & Politics.

मराठी tweeter, tweet for awareness. do #ReTweet for #RightTweets",FALSE
3777,"individual, not P.E.","145446353","Murphy_Steve","Steve Murphy","AMWU National Secretary. I'm on the side of workers.",FALSE
445,"individual, not P.E.","145560988","_AneelIqbal","Aneel Iqbal","International Finance, #Economics, and Foreign Policy Reader. @Formula1 fan.",FALSE
1297,"P.E.","145607857","kiranshaw","Kiran Mazumdar-Shaw","Executive Chairperson of Biocon Limited - Asia’s leading Biopharmaceuticals enterprise. A global influencer and proud recipient of Padma Shri & Padma Bhushan.",FALSE
6255,"individual, not P.E.","146751977","rupashreenanda","Rupashree Nanda","Journalist, 
CNN News18
(AAP, Left, Agriculture, Rural India)",FALSE
741,"individual, not P.E.","146765658","BevanShields","Bevan Shields","Europe correspondent for the @smh and @theage. bevan.shields@smh.com.au",FALSE
259,"individual, not P.E.","146937987","SumitkadeI","Sumit Kadel","Film Trade analyst | Critic | Influencer | Youtube - https://m.youtube.com/c/SumitKadel . Telegram https://t.me/kadelsumit | Email- Sumitkadelmedia@gmail.com",FALSE
4390,"individual, not P.E.","147283300","Kemiour","Tantamani","",FALSE
708,"individual, not P.E.","147292336","nisheethsharan","Nisheeth Sharan","PollComm Strategist. Founder Utopia Consulting. 20 Elections-15 Govts. IAPC, Jury: EAPC Polaris Awards, Brussels-17, London-18, Athens-19 Tweets mean nothing.",FALSE
269,"P.E.","147393852","whereisdaz","Dr Darren Saunders","Biomedical scientist | A/Prof Medical Science | Talks science on Radio & TV | Writer | Thalassophile",FALSE
594,"individual, not P.E.","147518224","dubeyamitabh","Amitabh Dubey","Political analyst, consultant, policy coordinator @ProfCong.",FALSE
594,"individual, not P.E.","147518224","dubeyamitabh","Amitabh Dubey","Political analyst, consultant, @ProfCong.",FALSE
1234,"individual, not P.E.","147537589","AnchorAnandN","Anand Narasimhan","Executive Editor, Network 18  Anchor - #TheRightStand @CNNnews18 & #अखाड़ा @News18India Love India, Salute Armed Forces! My Space, My Views",FALSE
1336,"individual, not P.E.","148342320","MaryRiddell","Mary Riddell","Mary Riddell is a journalist and writer",FALSE
1103,"individual, not P.E.","149432583","asaravanan21","Saravanan Annadurai","Spokesperson DMK, and an Independent Legal Practitioner",FALSE
1222,"individual, not P.E.","149566480","mastrap84","Sam","I see you like mental health. Once tripped had 4 kids. stand up comedy. Spelling error fan. @rozannabanana is my wife.",FALSE
1222,"individual, not P.E.","149566480","mastrap84","Druncle Sam","I see you like mental health. Once tripped had 4 kids. stand up comedy. Spelling error fan. @rozannabanana is my wife.",FALSE
1222,"individual, not P.E.","149566480","mastrap84","Sam","I see you like mental health. Once tripped had 4 kids. As seen on @TODAYshow. stand up comedy. Spelling error fan. @rozannabanana is my wife.",FALSE
4294,"individual, not P.E.","149866342","rajgopal88","Rajgopal","Journalist, Organiser: Voice of the Nation, @eorganiser",FALSE
5515,"individual, not P.E.","149913262","iowahawkblog","David Burge","Karma's janitor",FALSE
3058,"individual, not P.E.","149974912","cugwmui","Sachin Tandon","Elim Garak fan. Barely political. Gadget addict.",FALSE
6088,"individual, not P.E.","150281740","SethAMandel","Seth Mandel","Father of the four Irishest Jewish kids on earth. Executive Editor, Washington Examiner Mag. Previous: @nypost, @Commentary. @bethanyshondark is my better half",FALSE
946,"individual, not P.E.","150856088","Bowenchris","Chris Bowen","Husband to Bec. Dad to Grace & Max. Shadow Minister for Climate Change and Energy. Member for McMahon. 🔶◼️",FALSE
1918,"P.E.","151316039","jossreimer","Dr. Joss Reimer","Medical lead and official spokesperson for @MBGov’s COVID-19 vaccine taskforce and Medical Officer of Health for Manitoba Health and Seniors Care",FALSE
1399,"individual, not P.E.","151606599","mmorden","Mike Morden","Coffee Drinker, Political Hack #Resist- He/him/his-I’m a student of history & I do not like bullies - No DMs 🇨🇦😎🍀",FALSE
1399,"individual, not P.E.","151606599","mmorden","Mike Morden","Coffee Drinker, Political Hack #Resist- He/him/his-I’m a student of history & I do not like bullies - No DMs #VoteFordOut2022 🇨🇦😎🍀",FALSE
1399,"individual, not P.E.","151606599","mmorden","Mike Morden","Coffee ☕️ Drinker, Political Hack #Resist- He/him/his - I’m a student of history & I do not like bullies and #Covidiots - No DMs #VoteFordOut2022 🇨🇦😎🍀🏳️‍🌈",FALSE
1399,"individual, not P.E.","151606599","mmorden","Mike Morden","Coffee ☕️ Drinker, Political Hack #Resist- He/him/his - I do not like bullies and #Covidiots - No DMs or snitch tagging - #VoteFordOut2022 🇨🇦😎🍀🏳️‍🌈",FALSE
3974,"individual, not P.E.","151655222","BenKentish","Ben Kentish","Westminster Correspondent @LBC | Instagram: @benkentish | ben.kentish@global.com",FALSE
5503,"individual, not P.E.","151669116","shoffmanAB","Sarah Hoffman","Proud part of @RachelNotley's team. Deputy Leader of the NDP Official Opposition. Critic for Education. MLA for Edmonton-Glenora. Account run by staff and me.",FALSE
682,"individual, not P.E.","151930383","GordonGChang","Gordon G. Chang","",FALSE
5420,"individual, not P.E.","152290443","Hidderkaran","— 「Kaͥraͣnͫ 」💤","🇮🇳Article19(1)(a)🛡️ So tweets=Right to express my opinions here
-RT's≠Endorsement's
-Content with Courtesy from sources,Not owned
Archives: @MeTheCosmicDust",FALSE
5911,"individual, not P.E.","152656121","mrjamesob","James O'Brien","How Not To Be Wrong: The Art Of Changing Your Mind 
https://uk.bookshop.org/books/how-not-to-be-wrong-the-art-of-changing-your-mind/9780753557709",FALSE
5911,"individual, not P.E.","152656121","mrjamesob","James O'Brien","How Not To Be Wrong: The Art Of Changing Your Mind Pre-order paperback: https://www.waterstones.com/book/how-not-to-be-wrong/james-obrien/9780753557716",FALSE
5911,"individual, not P.E.","152656121","mrjamesob","James O'Brien","How Not To Be Wrong: The Art Of Changing Your Mind 
Pre-order paperback: http://waterstones.com/book/how-not-t…",FALSE
4717,"P.E.","152719505","RakeshSinha01","Prof Rakesh Sinha","Member of Parliament (Rajya Sabha), Standing Committee Home affairs. Author:RSS Founder Dr K B Hedgewar's Biography, Understanding RSS.",FALSE
4717,"P.E.","152719505","RakeshSinha01","Prof Rakesh Sinha","Member of Parliament (Rajya Sabha), Standing Committee Home affairs. Author:RSS Founder Dr K B Hedgewar's Biography.",FALSE
4717,"P.E.","152719505","RakeshSinha01","Prof Rakesh Sinha","Member of Parliament (Rajya Sabha), Standing Committee Home affairs.; Privilege Committee(Rajya Sabha); Author:RSS Founder Dr K B Hedgewar's Biography.",FALSE
4717,"P.E.","152719505","RakeshSinha01","Prof Rakesh Sinha","Member of Parliament(Rajya Sabha),Standing Committee Home affairs.;  Committee of Privileges (Rajya Sabha);Author:Biography of  Dr K B Hedgewar, RSS Founder.",FALSE
6799,"individual, not P.E.","153694176","IGGYAZALEA","IGGY AZALEA","Internet expert. Real life Amateur.",FALSE
6799,"individual, not P.E.","153694176","IGGYAZALEA","IGGY AZALEA","Food based.",FALSE
387,"non-english","154099451","shaileshkpandey","சைலேஷ்","My Enfield Bullet,Laptop, backpack and the roads-- the world becomes the classroom, and PEOPLE-- my teachers ...

(😀😀😀Based on a true story)",FALSE
387,"non-english","154099451","shaileshkpandey","ਸ਼ੈਲੇਸ਼ ਕੁਮਾਰ ਪਾਂਡੇ","My Enfield Bullet,Laptop, backpack and the roads-- the world becomes the classroom, and PEOPLE-- my teachers ...

(😀😀😀Based on a true story)",FALSE
6319,"individual, not P.E.","154521314","asgarhid","ᴀsɢᴀʀ","",FALSE
3751,"non-english","154611570","cafepedagogique","Café pédagogique","Revue en ligne collaborative publiée par un réseau d'enseignants, de chercheurs et de cadres éducatifs.",FALSE
