"","id","order","screen_name","name","name_label","description","descrip_label"
"306",1259233197423984640,6681,"SDicht","Scholen Veilig","o","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul","f"
"307",1259233197423984640,6681,"SDicht","Scholen Veilig #TegenGecontroleerdVerspreiden","o","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul","f"
"308",2596467997,7706,"uk_sf_writer","Stephen Phillips ??","o","Once wrote on finance/economics, now concentrating on #?????????????????????????????????? and #??????????. DMs ONLY on writing, please. RT doesn't mean I agree!","o"
"309",37723353,2422,"DKThomp","Derek Thompson","o","Writer at @TheAtlantic. Host of podcast CRAZY/GENIUS. Author of book HIT MAKERS. Talker on NPR's @hereandnow and @CBSNews. derek[at]theatlantic[dot]com","o"
"310",1370878890781052928,7459,"theguardiansfed","The Guardians Federation","g","Anti globalists / free thinker / freedom fighter / anti corporation / anon","o"
"311",39181447,4219,"marybethpf","Mary Beth Pfeiffer","o","Journalist. Author. COVID writer. Ivermectin could end this. The problem: It’s cheap, generic. Articles at my profile link.","o"
"312",1307101452863762432,6573,"EricJac73061108","Eric Jackson","o","","o"
"313",589420673,6885,"Becky_Vixie","Rebecca.Wildlife ??????????","o","29 yr old animal/wildlife lover, passion for Wildlife Rescue, Future Conservationist, Born and bred in the Heart of The National Forest ??????????????????????","o"
"314",17833758,3993,"helobuff","Helobuff-17 ????","o","Veteran, Patriot, Family is Everything, Semper Fidelis 
Nothing you know is true- it's all a lie- 
Hold the Line for 17 ???? #PissedLevel 11 and Rising","o"
"315",1245918711111749632,6727,"MartinSkold2","Martin Skold","o","Geopolitical scholar. Strategerist. Policy wonk. Political adviser. Traveler of antique lands w/the lovely @cmgoodlander. I write things sometimes. Views my own","o"
"316",1233472481085624320,2963,"goodblackdude","Suburban Black Man ????","o","First black satirist and conservative political pundit.","o"
"317",260032219,1729,"KatDruer","TheMarketingGurl","o","Besotted mother, loyal friend, most days just me. Kindness, family, charity, happiness, miracles, creative thinking. #wearamask","o"
"318",431777800,7126,"HSajwanization","??? ?????? ???? Hassan Sajwani","o","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #????_??_?????_??_????_?????? Personal account","f"
"319",278333109,2043,"actshually","Basic Libertarian","o","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)","o"
"320",278333109,2043,"actshually","Basic","o","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)","o"
"321",21313364,5523,"lobs","L'Obs","o","Compte officiel de L'Obs ???
Facebook ?? /lenouvelobservateur
Instagram ?? /lobs","g"
"322",111676962,920,"Fregono","Fregono du Berry ? ????","o","Inspecteur de l'EN honoraire
auditeur IHEDN
Patriote, souverainiste
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... ????","f"
"323",111676962,920,"Fregono","Fregono du Berry ? ????","o","Inspecteur de l'EN honoraire,
auditeur IHEDN,
Patriote, souverainiste,
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... ????","f"
"324",111676962,920,"Fregono","Fregono du Berry ? ????","o","Inspecteur de l'EN honoraire,
Chef de Bataillon, auditeur IHEDN,
Patriote, souverainiste,
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... ????","f"
"325",111676962,920,"Fregono","Fregono du Berry ? ????","o","Inspecteur de l'EN honoraire,
Chef de Bataillon (Réserve), IHEDN,
Patriote, souverainiste,
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie ????","f"
"326",710579736519512064,5676,"piersar62","???? Piero ??#StandWithGandhi","o","Gli obiettori di coscienza alle vaccinazioni devono difendere le loro convinzioni (Gandhi????), sovranista, anti neoliberista, no €, patriota ??????,Trump ????","f"
"327",2391585170,3546,"angryyoungman55","Ravi #destroyaadhaar #opeci","o","political n strategic analyst.election security Advocate. Technology, Startups. operated by @angrymaya1980 back up .","o"
"328",1427565012,5551,"Nairametrics","Nairametrics","o","Business News | Stock Market | Money Market | Cryptos | Financial Literacy | SME |
Inquiries: outreach@nairametrics.com FB/IG/Twitter/LinkedIn: Nairametrics","o"
"329",2914950325,5704,"asmatasleem11","Asma","o","An Indomitable Indian????

'Never be a spectator of unfairness or stupidity. The grave will supply plenty of time for silence'","o"
"330",2318615419,6687,"sarahmarb","sarah marbaniang","o","Adventurer, traveller, avid reader and occasional writer- Based in Delhi. Like to say it as I see it. and yes I am from the North East.","o"
"331",853479761548636160,7039,"sonalika_kumar","Sonalika Kumar","o","Senior Technocrat with skills of Software Engineering, System Analysis, Database,Healthcare IT & Software Specialist,Technical Author,Social Volunteer","o"
"332",1254305227676753920,3673,"JeanYvesTarrade","??Jean Yves Tarrade?? #BeBraveWHO","o","Quand le peuple veut exister on le dit populiste. Quand le peuple veut comprendre on le dit complotiste.
Moi j'ai compris qu'il fallait exister.","f"
"333",1254305227676753920,3673,"JeanYvesTarrade","??Jean Yves Tarrade?? #touchepasamesenfants","o","Quand le peuple veut exister on le dit populiste. Quand le peuple veut comprendre on le dit complotiste.
Moi j'ai compris qu'il fallait exister.","f"
"334",1239667542144229376,722,"ADuferret","Ana Duferret","o","Le langage politique est conçu pour donner aux mensonges des airs de vérité, rendre le meurtre respectable et faire passer pour solide ce qui n'est que du vent.","f"
"335",1150553499500814336,4004,"ElaineM11584892","Elaine McKay","o","Left wing nut job, life member of a union, worked at head office Sydney.","o"
"336",1367531,3886,"FoxNews","Fox News","g","Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. http://foxnews.com/contact","g"
"337",899936409074761728,1037,"nilepostnews","Nile Post","g","Politics, investigations, business & #BreakingNews.
Our Journalism is in-depth, objective, non-partisan & is delivered in an authoritative manner.
#NilePostNews","g"
"338",958408514807967744,7489,"NewDayForNJ","Tricia Flanagan (R-NJ)","o","Official Page for Tricia Flanagan | Team America | Jersey Bold ???? Healthcare | National Security #2A #NRA #ConstitutionCaucus","o"
"339",1264950281181200384,3292,"noreward_norisk","NoRisk_NoReward","o","When the righteous are in authority, the people rejoice: but when the wicked bears rule, the people mourn. (Proverbs 29:2)","o"
"340",877860982437142528,7533,"MichaelG_UK","Michael Gbadebo FRSA","o","Aspire 2 inspire b4 u expire. Family / Sci / Tech / Innovation / Entrepreneurship / Politics / Motorsport / Cri-Thinking / Justice / Education / CfoA / Cllr BF","o"
"341",257296497,5045,"GERONursing","Dr. Jennifer Baumbusch (she/her)","p","Associate Professor @UBCNursing. CIHR Chair Sex & Gender Science | Dynamics of Caregiving in an Aging Society. Interests: Seniors Care; Disability Issues; Dogs","p"
"342",98583506,1504,"latimeralder","Latimer Alder","o","Sceptical about many things....","o"
"343",498072950,2105,"CJCousineau","Chris Cousineau ??????","o","Sharp mind, rough tongue.
Peace, Justice, and Good Gov't.
Anti-fascist
Anti-racist
he/him/settler
Seditionist indigenous political saboteur (allegedly)","o"
"344",782333861430779904,2994,"MathewMKC","Mathew ??","o","I choose fearless not fearful. ????? ??","o"
"345",782333861430779904,2994,"MathewMKC","Mathew ??","o","I choose fearless not fearful. ????? ??
#NoVaccinePassports
#EndLockdownNOW","o"
"346",148274115,741,"mungaikihanya","Mungai Kihanya","","I am who I am http://www.mungaikihanya.com","o"
"347",1139524920,4059,"IEAKwame","Kwame Owino","o","Libertarian at a Kenyan Think Tank trying to make sense by asking: Why are we here?","o"
"348",1306214180207251456,7522,"3rd_abraham",":Baron- T3","o","Geopolitical Analyst - Researcher - Publisher - Counter Jihadist - Exposing the Occult, Masonic Brotherhood and Davos Agenda / #T3OccultAstrology #T3Edit #T3","o"
"349",1044923978,6791,"fishyfish67","Jim Fish","o","","o"
"350",904218755483369472,7000,"ankitchina2017","Ankit garg","o","Associate Professor, Shantou University, China","p"
"351",1323387869117915136,4953,"IittIe_bird2","IittIe_bird2","o","“It is never too late to be what you might have been.”
George Eliot","o"
"352",1043630215,3659,"SthrnMomNGram","Teresa¯\_(?)_/¯ Nix 46 Not My President!","o","????Respect&Honor OUR Military????Respect 4 the Rule of Law & Our Constitution!???? I support EQUAL RIGHTS 4 ALL LEGAL CITIZENS????#1A & #2A????NO TRAINS????","o"
"353",1072228659430375424,4999,"CuendetV","Viv","o","","o"
"354",126966274,2621,"ZaidZamanHamid","Zaid Hamid","o","A veteran of Soviet-Afghan war, presently National Security Analyst & founding Consultant BrassTacks - The  Advanced Threat Analysis Think Tank.","o"
"355",22594051,5489,"staronline","The Star","o","News updates from Malaysia's top English-language daily and website","g"
"356",16463356,1059,"Jeffdc5","Bad Faith ??????","o","You can't keep snakes in your backyard and expect them to only bite your neighbors.","o"
"357",822713107,7086,"MayorMikeDuggan","Mayor Mike Duggan","o","Mike Duggan is the 75th Mayor of the @CityofDetroit. Account maintained by Mayor's Communications staff.","o"
"358",92840551,6200,"Celestite66","Jen????????????????","o","Seeker of fairness and lover of animals. Follow at your own risk.","o"
"359",24731568,5348,"walls2","???????? ????????","o","Living with Stage IV Prostate Cancer ?
You only live once, but if you do it right, once is enough ??
#?????????????????? #??????","o"
"360",24731568,5348,"walls2","???????? ????????","o","Living with Stage IV Prostate Cancer ?
You only live once, but if you do it right, once is enough ??
HPV Vaccine Advocate
#??????????????????","o"
"361",712352983908950016,2156,"BeachPretzel2","BeachPretzel","o","I post breaking news w/commentary. I LOATHE anything Trump. Rudeness is blocked.#TheResistance;RT implies agreement*We made it past Jan 20! Now we need justice!","o"
"362",712352983908950016,2156,"BeachPretzel2","BeachPretzel","o","I post breaking news w/commentary. I LOATHE anything Trump. We need justice! Rudeness: blocked. #Resist; RT implies agreement. I don't FB those who don't tweet.","o"
"363",2421067430,602,"TeaPainUSA","Tea Pain","g","Democracy Savage - Born Thomas Elmer Addison Pain - July 4th, 1976","o"
"364",1062237966859452416,5382,"DCRawalpindi","Deputy Commissioner Rawalpindi","o","PAS Officer.
 Information and announcements are official. Opinions are personal n RTs are not endorsements.","o"
"365",1217218301241253888,6365,"medicalfreed0m","Protect our constitutional rights","o","I love freedom in every form. Married with children. Vote No to s903/s902/A969/A4576 . Drain the TRENTON SWAMP!","o"
"366",1001152153606537216,3600,"AK4WA","Amber Krabach For WA","o","DECLAS is COMING!  #HoldFast ????","o"
"367",1001152153606537216,3600,"AK4WA","Amber Krabach For WA","o","#HoldFast ????","o"
"368",2658994370,4134,"Seagullrm","Robert Mason","o","","o"
"369",25728193,2673,"DrJenGunter","Jennifer Gunter","o","OB/GYN, appropriately confident, lasso of truth, Canadian Spice, I speak for no one but me. The Vagina Bible. Menopause Manifesto (May'21). NYT contributor.","p"
"370",305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Senior Lecturer. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o"
"371",305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o"
"372",305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Associate Professor. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o"
"373",1376475757367582720,2998,"Zeeshan57158131","Ahmad","o","Smart","o"
"374",1161306562062766080,3226,"Schandillia","Amit Schandillia","o","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | Aggressively nonpartisan","o"
"375",1161306562062766080,3226,"Schandillia","Amit Schandillia","o","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | CH: Schandillia","o"
"376",1161306562062766080,3226,"Schandillia","Amit Schandillia","o","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | Sometimes on Clubhouse","o"
"377",1325794168141193216,2790,"MerchantBanke18","MerchantBanker","o","Objective and Subjective investment commentary","o"
"378",35051304,2971,"PolitiBunny","The??FOO","o","Smile at ppl who hate you. Honorary ray of sunshine. @TwitchyTeam??editor. My dog is smarter than you. #FOOBar Opinions mine. #Problematic #HappyWarrior #Resist","o"
"379",2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • UK","o"
"380",2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • UK - the truth always wins- opinions are worthless","o"
"381",2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • Communication Design • MA | UK","o"
"382",249574631,1302,"docmchon","DrMightyChondrion™ #PutAMaskOn","p","Doctor ????? |??| I solemnly swear that I follow evidence based medicine| Techsavvy ????? | Music | #TeamCoffee |#MedTwitter #MentalHealthMatters l ??? ???????","p"
"383",249574631,1302,"docabhii","Dr Abhi #PutAMaskOn","p","Doctor ????? |??| I solemnly swear that I follow evidence based medicine| Techsavvy ????? | Music | #TeamCoffee |#MedTwitter #MentalHealthMatters l ??? ???????","p"
"384",15362133,1830,"jerseyshorelisa","JerseyShoreLisa","o","Lamenting the loss of common sense and individual freedom in America. RIP freedom of speech.","o"
"385",1375448650365739008,1093,"nyc_vaccine","NYC Vaccine Bot","g","Live updates for NYC COVID vaccine appointment availability. Data from https://t.co/rGWNmsAQ9S. Not government affiliated. I'm a bot built by @evandcoleman.","g"
"386",384979343,3325,"tommy_viccetti","Valar Morghulis ??","o","@ManUtd | bamideleviccetti@gmail.com ?? | | DM open for promotions only | Don’t Hey or Hello me if it’s not business ??","o"
"387",384979343,3325,"tommy_viccetti","Valar Morghulis ?","o","@ManUtd | bamideleviccetti@gmail.com ?? | | DM open for promotions only | Don’t Hey or Hello me if it’s not business ??","o"
"388",852483272,2494,"PhilGreaves01","Phil Greaves","o","just a proletarian theoretician, adrift in a sea of disunity...","o"
"389",1729205360,2377,"PastoreFrance","Francesco Pastore","o","Mercante d'armi antimoralista, realista e anticomunista","f"
"390",843027428654153728,2344,"use_ivermectin","Public Health trumps Private Wealth","o","Ivermectin: cheap/safe/effective treatment for Covid19 used all over the world. Campaigning for use in UK, save lives, end lockdown http://ivmmeta.com","o"
"391",1148846969848156160,459,"aussieprole","Soselo","o","","o"
"392",1186592658271232000,7326,"mittdolcino","mittdolcino.com","o","Keep It Simple - Reality Explained
Science & Economics Blog
https://t.co/pRaXBktuXa
Telegram: https://t.co/A7y87qFeia
https://t.co/U67TCtVAdE
RTs are not endorsements","o"
"393",221519905,6602,"vinarmani","?in ?rmani","o","@CounterMarkets (Co-Founder) 
http://BitcoinMysterySchool.com (Instructor) 
@badger_cash (Abba) 
#CryptoSavage","o"
"394",1044865402541625344,5614,"E_BotelhoNevers","Elisabeth Botelho-Nevers","o","MD, PhD, Professor of Infectious Diseases, academic #Univ_St_Etienne #UJM #ChuSaintEtienne #CHUSE #GHTLoire #PRESAGE #PreVacCI","p"
"395",968387471536017408,4011,"digitaldidan","Arthur D. Musinguzi","o","Professional Communications Strategist | Professional Hands On Digital Media Specialist | Travel Enthusiast | Future Ssalongo | Views are My Own","o"
"396",3315066775,1619,"edwardgen256","Edward GEN","o","I Am My Own Limitation || A Graduate of Business Computing || Entrepreneurship & Information Tech.","o"
"397",3315066775,1619,"edwardgen256","Edward GEN","o","I Am My Own Limitation || A Graduate of Business Computing || Entrepreneurship & Information Tech. & i Love Traveling.","o"
"398",102143400,1882,"IrfanDhalla","Irfan Dhalla","o","Vice-president and general internist @unityhealthto, associate prof @uoftmedicine, and very fortunate husband and father.","p"
"399",79155847,142,"juneymb","Junaid","o","sab sahenge hum, aur hassenge hum. Anesthesiologist. American Politics, The Pandemic, Civil Rights and Film.","o"
"400",4503318695,580,"babibelle33","babibel","o","Je like pr remercier pour info donnée, pas forcément parcequ'elle me plait
Si censuré pseudos sur
Parler: @Babibelle3i
gab: @babibelle33
Telegram: @babibelle33i","f"
"401",323676592,7015,"wouterkeller","Wouter J. Keller","o","Wiskundige, econometrist, statisticus (ex RvB CBS), emeritus VU, informaticus, ondernemer. Dol op data.","p"
"402",854800783820300288,2224,"Zis1941","Zis","o","","o"
"403",854800783820300288,2224,"Zis1941","Zis","o","""""""""...Tyrants, listen, it shouldn't be kept from you, our vengeance shall be red too!"""""""" - Kosta Abraševi?","o"
"404",4315639054,5266,"CatPurry9","Cat Perry ??","o","Former med scientist. Opinionated. Left-leaning. Cat enthusiast. I don't always follow back.","p"
"405",4315639054,5266,"CatPurry9","Cat Perry ??","o","Former med scientist. Opinionated. Terminally cynical. Left-leaning. Cat enthusiast. I don't always follow back.","p"
"406",4315639054,5266,"CatPurry9","Cat """"""""the evil one"""""""" Perry ??","o","Former med scientist. Opinionated. Terminally cynical. Left-leaning. Cat enthusiast. I don't always follow back.","p"
"407",91786287,33,"amcarmichaelMP","Alistair Carmichael MP","o","MP for Orkney and Shetland, Liberal Democrat Spokesperson on Home Affairs, Northern Ireland and Constitutional Reform","o"
"408",44438256,181,"matthewherper","Matthew Herper","o","Writing and events at STAT. This is biology's century; Every data point has a face.","o"
"409",1344851376371888128,3199,"clockoutwars","ClockOutWars","o","1st yr art teacher. profanity supporter. museum lover. politics nerd. unprofessional reality TV critic. FACT??kids are smarter than 99% of adults","o"
"410",1344851376371888128,3199,"clockoutwars","ClockOutWars","o","art teacher. profanity supporter. PhD student. museum lover. politics nerd. unprofessional reality TV critic. FACT??kids are smarter than 99% of adults","o"
"411",377295382,5183,"SpeakUpAfrica1","Speak Up Africa","g","Speak Up Africa is a Policy and Advocacy Action Tank that contributes critically to the dialogue and strives to form the blueprints for concrete action.","g"
"412",1343929205403299840,4316,"SeanWal33531685","Sean Walsh","o","The Critic, CapX, The Article., Conservatives Global, Lockdown Sceptics, Samizdat Magazine. Former university teacher. Father. Catholic.","o"
"413",207441433,7655,"bopanc","Bojan Pancevski","o","Journalist, Author, Germany Correspondent for the @WSJ. Private acc. Tweeting from & about Europe. Get in touch: bojanDOTpancevskiATwsjDOTcom Open DM","o"
"414",556602197,7420,"Mike_Bresson","Mike Bresson ???????? #Macron2022","o","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.","o"
"415",556602197,7420,"Mike_Bresson","Mike Bresson ???????? #Macron2022","o","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.•.","o"
"416",19750159,2507,"justinhendrix","Justin Hendrix","o","Concerned with technology, media and democracy. Opinions mine.","o"
"417",41410702,1942,"RBPundit","RBe","o","I’m not on your team. Also, 8/2(2+2)=16 even if it hurts your feelings.

https://twitter.com/RBPundit/status/1321817477001682948","o"
"418",14810076,6722,"YouGov","YouGov","o","Exploring what the world thinks, every day","o"
"419",17819033,1035,"EndPolioNow","EndPolioNow","g","For more than 35 years @Rotary and partners have been working to #endpolio, and the eradication of polio is within our grasp. Join us!","g"
"420",429597193,6067,"psona007","Prashant Sona??","o","a Neutral Visionary ! ?? Love the Lovely ! Humanity is the biggest religion ! Cant digest fake, false and lies.","o"
"421",110477807,5963,"TonyMcKelvie","Tony McKelvie","o","Just some old hat","o"
"422",261796988,6897,"MountainAsh2020","Ashley Mountain","o","Views are my own, obviously enough.","o"
"423",553581707,2836,"DrOlufunmilayo","#OurFavOnlineDoc ????????????","o","Medical Doctor. Equalist. Devoted Nigerian. Avoid this page if truth and sarcasm makes you cry. I NEVER write for acceptance. All tweets have viewer discretion.","p"
"424",15742985,6956,"lachlan","Lachlan Markay","o","Political reporter at @Axios. lachlan@axios.com // markay@protonmail.com // DM for Signal. #LGD ??","o"
"425",15742985,6956,"lachlan","Lachlan Markay","o","Covering political money and influence at @Axios. lachlan@axios.com // markay@protonmail.com // DM for Signal. #LGD ??","o"
"426",3082910212,4165,"AndrewE_Dunn","Andrew Dunn","o","Pharma and biotech reporter for Business Insider. Focused on COVID vaccines and treatments. adunn@businessinsider.com","o"
"427",25387183,6604,"ReutersAfrica","Reuters Africa","g","Reuters Africa provides a feed of our latest news from the continent.","g"
"428",1082331771398746112,140,"LGSusanB","Lt. Gov. Susan Bysiewicz","o","Official account of the Office of Lt. Governor Susan Bysiewicz. Leading the great state of #Connecticut with @GovNedLamont!","o"
"429",3007743953,7023,"_RUSSIE_","RUSSIE INFO ????","f","Canal d'informations sur la Russie en Français  #Russie #Russia #?? #??????","f"
"430",1412951714,3849,"ChristophHutchi","Christoph Hutchinson MD","p","Interventional Pulmonologist, Critical Care, Director of bronchoscopy @pennmedicine tweets re: healthcare, philly, sports, music & etc, tweets my own ????????","p"
"431",19903360,4407,"irishexaminer","Irish Examiner","g","Trusted coverage from http://irishexaminer.com | Share news or stories with us: https://www.irishexaminer.com/opinion/sendyourview/","g"
"432",1181830619652907008,4335,"B33Mello","Mello.B33","o","","o"
"433",1160150106018070528,3500,"danielmgmoylan","Lord Moylan","o","Conservative peer. Chairman, Urban Design London. Views my own. Retweets not endorsements. Generally I don’t reply to anonymous accounts.","o"
"434",855082102093754368,4982,"ThatRyanChap","Ryan","o","commentary from a non expert with the odd Corona chart","o"
"435",904831907829047296,1645,"MichaelRynne1","Michael Rynne","o","CLL advocate in CLL Ireland and CLL Advocates Network. Working for the unmet needs of the CLL community in Ireland. Chronic lymphocytic leukaemia","p"
"436",412548718,1474,"Kit_Yates_Maths","Kit Yates","o","Author and Mathematical Biologist at the University of Bath. My book The Math(s) of Life and Death is out now http://amzn.to/2MkmdcM he/him","p"
"437",823565852922576896,3136,"MarchForScience","March For Science","g","We're launching a political organizing arm to fight for science, democracy, a #GreenNewDeal, & #MedicareForAll Chip in! http://bit.ly/MFSSupport","g"
"438",3515595192,7693,"NathanGrubaugh","Nathan Grubaugh","o","Assistant Professor @YaleEMD. Studies ???? transmission, evolution, and emergence. Will sequence for ?? (and funding).","p"
"439",2895357769,6848,"pankhuripathak","Pankhuri Pathak ??????? ???? ??????","o","Vice Chairperson Social Media UPPCC . Media Panelist INC . Staunch Socialist. History & Law Graduate. Mrs. Anil Yadav. Didi to many. 
Tweets are personal.","o"
"440",48357885,5098,"katharintai","Katharin Tai ???","o","Chinese Cyberpolicy, PhD candidate @MIT // prev: NTNU (????) @UniofOxford @Tsinghua_Uni @SciencesPo // Textworker, Tech & Asia // Podcasting @fernostwaerts ??","o"
"441",594820949,6316,"BabajideFadoju","Babajide Fadoju","o","Man is a mere breath; His days are a passing shadow. We are but of yesterday & know nothing, cos’ our days upon the earth are a shadow| Talitha Cumi|Learner","o"
"442",10774652,3857,"theblaze","TheBlaze","o","News and entertainment for people who love America","g"
"443",440499185,6250,"AlietaEck","Alieta Eck, MD","p","2012 President, Association of American Physicians and Surgeons; Co-founder, Zarephath Health Center; General internist: Candidate- US Congress, NJ-12 for 2014","p"
"444",213762742,5531,"SHNFoundation","Scarborough Health Network Foundation","g","Inspiring support for Scarborough Health Network to shape the future of health care for Scarborough patients. | ?? @SHNcares |??Scarborough | Donate today!","g"
"445",514498219,304,"kaylejh","kayle hill ??","c","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | ?? kaylejune @ gmail","o"
"446",514498219,304,"kaylejh","kayle hill, M.A. ??","c","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | ?? kaylejune @ gmail","o"
"447",514498219,304,"kaylejh","kayle hill, MA ??","c","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | ?? kaylejune @ gmail","o"
"448",928798430289424384,5736,"AnnaPodolanczuk","Anna Podolanczuk","o","Physician scientist. Pulmonologist. Intensivist. ILD doctor and researcher. Mom of two girls. Immigrant. Tweets are my own.","p"
"449",928798430289424384,5736,"AnnaPodolanczuk","Anna Podolanczuk","o","Physician scientist working on pulmonary fibrosis. Pulmonary and ICU doctor specializing in ILD. Mom of two girls. Immigrant. Tweets are my own.","p"
"450",2746819445,7547,"elainebatt3","Elaine Batt","o","“I’ve reached that age where my brain goes from, “You probably shouldn’t say that,” to, “What the hell. Lets see what happens.” ~Unknown","o"
"451",1090706330845831168,4894,"MSubstandards","Licensing Municipal Substandards","g","We invest in our first-rate employees so we can guarantee fifth-rate service! ??","o"
"452",1106466630379409408,877,"MuaazAsif14","Muhammad Muaaz Asif","o","A proud follower of MuhammadNawazSharif
#MaryamNawazSharif
 #Cricket ???? #LahoreQalandars   #Juventus ?","o"
"453",22562961,332,"TOPublicHealth","Toronto Public Health","g","Official Toronto Public Health. Need health info? Call 416-338-7600. Translation is available. Account not monitored 24/7. Terms of Use: https://t.co/puha7vUyti","g"
"454",137741823,5487,"mayurkamble9","Mayur Kamble","o","Jt. Secretary, #Yuvasena ;
President,Charmoudyog Kamgar Sena #Shivsena","o"
"455",106355048,3789,"UKinMalaysia","UK in Malaysia????","g","We are the British High Commission in Kuala Lumpur. Follow us for updates about our work and UK-related news. Also see: @tradegovukMYS and @UKMYDefence","g"
"456",804956206179766272,926,"apexworldnews","Apex World News","g","Top News at the Top of the Hour - 24hr Breaking News Updates from Apex World News.","g"
"457",342864030,2026,"MariosKaratzias","Marios Karatzias","o","#Social citizen CEO of @SocialWiz Believes in people's potential 2 innovate.Champions #SocialMedia. Tweets in Greek+English.RTs not endorsement #geopolitics","o"
"458",1256078949714661376,651,"AitonNicole","nicole aiton","o","It is easier to fool someone, than convince them that they are being fooled????","o"
"459",2914105661,7478,"SrbijaMila","Dr sci Mila Aleckovic","p","Professeur de psychologie, neuro-psychologie et
psychiatrie anthropologique,
écrivain, poète et peintre,
activiste de la diaspora serbe

????????? ??????????, ?","f"
"460",18486586,5479,"femaregion2","FEMA Region 2","g","FEMA Region 2 serves NY, NJ, PR, the USVI and eight federally recognized tribal nations. For emergencies, call your local fire/EMS/police or 9-1-1.","g"
"461",1248832367080484864,2757,"SimonYstwyth","Simon #KBF ??","o","#KBF Committed to democracy, freedom of speech, no rights without responsibilities, Grecophile, laughter, wine & sunshine.","o"
"462",1339931490,1559,"RepRobinKelly","Robin Kelly","o","Official Twitter account for Robin Kelly, U.S. Representative #IL02.","o"
"463",26074091,6899,"SmartJagtap","Sangram Shivaji Jagtap","o","??????????, ????????, @PoCRA_ @SmartPune, Ex- @SakalMediaNews, @LoksattaLive, @pudharionline
#SmartCity, #Pune, PR, Govt, #Marathi, Defence, Views urs, RTs mine","f"
"464",3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background.","o"
"465",3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background. ?? fanatic.","o"
"466",3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background. ?? Fanatic. ?? Dad.","o"
"467",18023868,6567,"MassGovernor","Charlie Baker","o","Official account of Governor Charlie Baker of Massachusetts.

Stay informed about #COVID19MA: visit https://t.co/w6n2kHMu41, call 2-1-1 or text COVIDMA to 888-777.

#MaskUpMA","o"
"468",19738104,5542,"TaylorRMarshall","Dr Taylor Marshall","p","Catholic Author, Teacher, YouTuber. Husband of Joy. Father of 8 children. Please say a prayer for me. My Podcast:","n"
"469",60606206,4479,"ThatTimWalker","Tim Walker","o","?? A point of view","o"
"470",1317053245089550336,5912,"ListenVery","listen very carefully....","o","I do big love. returned to normal life. switched off tv. outdoors. walking barefoot. deleted amazon app. shop local and farm shops. support local business.","o"
