"X","id","order","screen_name","name","name_label","description","descrip_label","combo","label","is_PE"
206,13329732,4675,"thehowie","(((Howard Forman)))","o","Health Policy/Management @YaleSOM @YaleMed @YaleSPH; M.D./M.B.A.; Former U.S. Senate Staff; #Covid19 🏳️‍🌈 If you can't find my typos, you aren't trying.","p","op","Description",TRUE
207,19559177,6985,"ericearling","Eric Earling","o","Health care, politics, criminal justice reform. Seahawks. 💜 New Orleans. 🧘‍♂️🌱 Now: @bluecrossidaho. Past: Slade Gorton, Bush 43 & @premera. Opinions = mine","o","oo","individual, non-P.E.",FALSE
208,476213099,7406,"CPRNews","CPR News","o","Breaking and in-depth news from Colorado Public Radio. Home of @onsomethingpod and #backfrombroken. Sign up for our newsletter: https://www.cpr.org/lookout","g","og","non-individual",NA
209,56321146,6953,"Navrang","नवरंग","f","Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join http://t.me/SBNavrang","o","fo","non-english",NA
210,2608740770,2275,"PeterWMurphy1","Peter Murphy","o","Progressive Christian. Supports human rights, incl. #LGBTIQ rights, #refugees and #ClimateAction. Interested in politics. #Whovian. #BlackLivesMatterAustralia","o","oo","individual, non-P.E.",FALSE
211,1710025639,2886,"sin_varun","Er.Varun Singh 🙏 Varanasi Kashi","o","A volunteer  of BJP and big supporter of Shri Varun Gandhi Ji.","o","oo","individual, non-P.E.",FALSE
212,552842384,2498,"abdullah_0mar","Farrago Abdullah","o","Unofficial account. Fake. Mujh par Ek ehsaan karna, Mere BAAP ko kuch mat batana. Blocked by real Omar Abdullah again. I am not Pakistani","f","of","non-english",NA
213,2596467997,7706,"uk_sf_writer","Stephen Phillips 🖥","o","Once wrote on finance/economics, now concentrating on #𝕳𝖎𝖘𝖙𝖔𝖗𝖎𝖈𝖆𝖑𝕱𝖎𝖈𝖙𝖎𝖔𝖓 and #𝕊𝕔𝕚𝔽𝕚. DMs ONLY on writing, please. RT doesn't mean I agree!","o","oo","individual, non-P.E.",FALSE
214,37723353,2422,"DKThomp","Derek Thompson","o","Writer at @TheAtlantic. Host of podcast CRAZY/GENIUS. Author of book HIT MAKERS. Talker on NPR's @hereandnow and @CBSNews. derek[at]theatlantic[dot]com","o","oo","individual, non-P.E.",FALSE
215,39181447,4219,"marybethpf","Mary Beth Pfeiffer","o","Journalist. Author. COVID writer. Ivermectin could end this. The problem: It’s cheap, generic. Articles at my profile link.","o","oo","individual, non-P.E.",FALSE
216,589420673,6885,"Becky_Vixie","Rebecca.Wildlife 🐬🦔🦉🦎🦋","o","29 yr old animal/wildlife lover, passion for Wildlife Rescue, Future Conservationist, Born and bred in the Heart of The National Forest 🌳🦡🦉🦌🦋🐞🌸🌱🐬🦔🦎","o","oo","individual, non-P.E.",FALSE
217,17833758,3993,"helobuff","Helobuff-17 🇺🇲","o","Veteran, Patriot, Family is Everything, Semper Fidelis 
Nothing you know is true- it's all a lie- 
Hold the Line for 17 🇺🇲 #PissedLevel 11 and Rising","o","oo","individual, non-P.E.",FALSE
218,260032219,1729,"KatDruer","TheMarketingGurl","o","Besotted mother, loyal friend, most days just me. Kindness, family, charity, happiness, miracles, creative thinking. #wearamask","o","oo","individual, non-P.E.",FALSE
219,431777800,7126,"HSajwanization","حسن سجواني 🇦🇪 Hassan Sajwani","f","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account","o","fo","non-english",NA
220,278333109,2043,"actshually","Basic Libertarian","o","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)","o","oo","individual, non-P.E.",FALSE
222,21313364,5523,"lobs","L'Obs","o","Compte officiel de L'Obs 🗞️
Facebook 👉 /lenouvelobservateur
Instagram 📸 /lobs","o","oo","individual, non-P.E.",FALSE
223,111676962,920,"Fregono","Fregono du Berry ن 🇫🇷","f","Inspecteur de l'EN honoraire
auditeur IHEDN
Patriote, souverainiste
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... 🇫🇷","o","fo","non-english",NA
227,2391585170,3546,"angryyoungman55","Ravi #destroyaadhaar #opeci","o","political n strategic analyst.election security Advocate. Technology, Startups. operated by @angrymaya1980 back up .","o","oo","individual, non-P.E.",FALSE
228,1427565012,5551,"Nairametrics","Nairametrics","o","Business News | Stock Market | Money Market | Cryptos | Financial Literacy | SME |
Inquiries: outreach@nairametrics.com FB/IG/Twitter/LinkedIn: Nairametrics","o","oo","individual, non-P.E.",FALSE
229,2914950325,5704,"asmatasleem11","Asma","o","An Indomitable Indian🇮🇳

'Never be a spectator of unfairness or stupidity. The grave will supply plenty of time for silence'","o","oo","individual, non-P.E.",FALSE
230,2318615419,6687,"sarahmarb","sarah marbaniang","o","Adventurer, traveller, avid reader and occasional writer- Based in Delhi. Like to say it as I see it. and yes I am from the North East.","o","oo","individual, non-P.E.",FALSE
231,1367531,3886,"FoxNews","Fox News","g","Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. http://foxnews.com/contact","o","go","non-individual",NA
232,257296497,5045,"GERONursing","Dr. Jennifer Baumbusch (she/her)","p","Associate Professor @UBCNursing. CIHR Chair Sex & Gender Science | Dynamics of Caregiving in an Aging Society. Interests: Seniors Care; Disability Issues; Dogs","n","pn","Name, NOT 
Description",TRUE
233,98583506,1504,"latimeralder","Latimer Alder","o","Sceptical about many things....","o","oo","individual, non-P.E.",FALSE
234,498072950,2105,"CJCousineau","Chris Cousineau 🌹🍊⚰️","o","Sharp mind, rough tongue.
Peace, Justice, and Good Gov't.
Anti-fascist
Anti-racist
he/him/settler
Seditionist indigenous political saboteur (allegedly)","o","oo","individual, non-P.E.",FALSE
235,148274115,741,"mungaikihanya","Mungai Kihanya","o","I am who I am http://www.mungaikihanya.com","o","oo","individual, non-P.E.",FALSE
236,1139524920,4059,"IEAKwame","Kwame Owino","o","Libertarian at a Kenyan Think Tank trying to make sense by asking: Why are we here?","o","oo","individual, non-P.E.",FALSE
237,1044923978,6791,"fishyfish67","Jim Fish","o","","o","oo","individual, non-P.E.",FALSE
238,1043630215,3659,"SthrnMomNGram","Teresa¯\_(ツ)_/¯ Nix 46 Not My President!","o","🇺🇸Respect&Honor OUR Military🇺🇸Respect 4 the Rule of Law & Our Constitution!🇺🇸 I support EQUAL RIGHTS 4 ALL LEGAL CITIZENS🇺🇸#1A & #2A🇺🇸NO TRAINS🇺🇸","o","oo","individual, non-P.E.",FALSE
239,126966274,2621,"ZaidZamanHamid","Zaid Hamid","o","A veteran of Soviet-Afghan war, presently National Security Analyst & founding Consultant BrassTacks - The  Advanced Threat Analysis Think Tank.","o","oo","individual, non-P.E.",FALSE
240,22594051,5489,"staronline","The Star","o","News updates from Malaysia's top English-language daily and website","o","oo","individual, non-P.E.",FALSE
241,16463356,1059,"Jeffdc5","Bad Faith 💉😷🐝","o","You can't keep snakes in your backyard and expect them to only bite your neighbors.","o","oo","individual, non-P.E.",FALSE
242,822713107,7086,"MayorMikeDuggan","Mayor Mike Duggan","o","Mike Duggan is the 75th Mayor of the @CityofDetroit. Account maintained by Mayor's Communications staff.","o","oo","individual, non-P.E.",FALSE
243,92840551,6200,"Celestite66","Jen🔥🐎🌞♍️🌛♒️⬆️♎️","o","Seeker of fairness and lover of animals. Follow at your own risk.","o","oo","individual, non-P.E.",FALSE
244,24731568,5348,"walls2","𝙅𝙤𝙝𝙣 𝙒𝙖𝙡𝙡","o","Living with Stage IV Prostate Cancer ♋
You only live once, but if you do it right, once is enough 👊
#𝗖𝗮𝗿𝗽𝗲𝗗𝗶𝗲𝗺 #𝗩𝟰𝗩","o","oo","individual, non-P.E.",FALSE
246,2421067430,602,"TeaPainUSA","Tea Pain","o","Democracy Savage - Born Thomas Elmer Addison Pain - July 4th, 1976","o","oo","individual, non-P.E.",FALSE
247,2658994370,4134,"Seagullrm","Robert Mason","o","","o","oo","individual, non-P.E.",FALSE
248,25728193,2673,"DrJenGunter","Jennifer Gunter","o","OB/GYN, appropriately confident, lasso of truth, Canadian Spice, I speak for no one but me. The Vagina Bible. Menopause Manifesto (May'21). NYT contributor.","o","oo","individual, non-P.E.",FALSE
249,305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Senior Lecturer. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o","oo","individual, non-P.E.",FALSE
252,35051304,2971,"PolitiBunny","The🐰FOO","o","Smile at ppl who hate you. Honorary ray of sunshine. @TwitchyTeam🧡editor. My dog is smarter than you. #FOOBar Opinions mine. #Problematic #HappyWarrior #Resist","o","oo","individual, non-P.E.",FALSE
253,2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • UK","o","oo","individual, non-P.E.",FALSE
256,249574631,1302,"docmchon","DrMightyChondrion™ #PutAMaskOn","o","Doctor 👨‍⚕️ |♂️| I solemnly swear that I follow evidence based medicine| Techsavvy 👨‍💻 | Music | #TeamCoffee |#MedTwitter #MentalHealthMatters l हरे कृष्णा।","p","op","Description",TRUE
258,15362133,1830,"jerseyshorelisa","JerseyShoreLisa","o","Lamenting the loss of common sense and individual freedom in America. RIP freedom of speech.","o","oo","individual, non-P.E.",FALSE
259,384979343,3325,"tommy_viccetti","Valar Morghulis ♚♮","o","@ManUtd | bamideleviccetti@gmail.com 📧 | | DM open for promotions only | Don’t Hey or Hello me if it’s not business 🙂","o","oo","individual, non-P.E.",FALSE
261,852483272,2494,"PhilGreaves01","Phil Greaves","o","just a proletarian theoretician, adrift in a sea of disunity...","o","oo","individual, non-P.E.",FALSE
262,1729205360,2377,"PastoreFrance","Francesco Pastore","f","Mercante d'armi antimoralista, realista e anticomunista","f","ff","non-english",NA
263,221519905,6602,"vinarmani","Ⓥin Ⓐrmani","o","@CounterMarkets (Co-Founder) 
http://BitcoinMysterySchool.com (Instructor) 
@badger_cash (Abba) 
#CryptoSavage","o","oo","individual, non-P.E.",FALSE
264,3315066775,1619,"edwardgen256","Edward GEN","o","I Am My Own Limitation || A Graduate of Business Computing || Entrepreneurship & Information Tech.","o","oo","individual, non-P.E.",FALSE
266,102143400,1882,"IrfanDhalla","Irfan Dhalla","o","Vice-president and general internist @unityhealthto, associate prof @uoftmedicine, and very fortunate husband and father.","o","oo","individual, non-P.E.",FALSE
267,79155847,142,"juneymb","Junaid","o","sab sahenge hum, aur hassenge hum. Anesthesiologist. American Politics, The Pandemic, Civil Rights and Film.","o","oo","individual, non-P.E.",FALSE
268,4503318695,580,"babibelle33","babibel","o","Je like pr remercier pour info donnée, pas forcément parcequ'elle me plait
Si censuré pseudos sur
Parler: @Babibelle3i
gab: @babibelle33
Telegram: @babibelle33i","f","of","non-english",NA
269,323676592,7015,"wouterkeller","Wouter J. Keller","o","Wiskundige, econometrist, statisticus (ex RvB CBS), emeritus VU, informaticus, ondernemer. Dol op data.","o","oo","individual, non-P.E.",FALSE
270,4315639054,5266,"CatPurry9","Cat Perry ♿️","o","Former med scientist. Opinionated. Left-leaning. Cat enthusiast. I don't always follow back.","o","oo","individual, non-P.E.",FALSE
273,91786287,33,"amcarmichaelMP","Alistair Carmichael MP","p","MP for Orkney and Shetland, Liberal Democrat Spokesperson on Home Affairs, Northern Ireland and Constitutional Reform","n","pn","Name, NOT 
Description",TRUE
274,44438256,181,"matthewherper","Matthew Herper","o","Writing and events at STAT. This is biology's century; Every data point has a face.","o","oo","individual, non-P.E.",FALSE
275,377295382,5183,"SpeakUpAfrica1","Speak Up Africa","o","Speak Up Africa is a Policy and Advocacy Action Tank that contributes critically to the dialogue and strives to form the blueprints for concrete action.","o","oo","individual, non-P.E.",FALSE
276,207441433,7655,"bopanc","Bojan Pancevski","o","Journalist, Author, Germany Correspondent for the @WSJ. Private acc. Tweeting from & about Europe. Get in touch: bojanDOTpancevskiATwsjDOTcom Open DM","o","oo","individual, non-P.E.",FALSE
277,556602197,7420,"Mike_Bresson","Mike Bresson 🇪🇺🇫🇷 #Macron2022","o","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.","f","of","non-english",NA
279,19750159,2507,"justinhendrix","Justin Hendrix","o","Concerned with technology, media and democracy. Opinions mine.","o","oo","individual, non-P.E.",FALSE
280,41410702,1942,"RBPundit","RBe","o","I’m not on your team. Also, 8/2(2+2)=16 even if it hurts your feelings.

https://twitter.com/RBPundit/status/1321817477001682948","o","oo","individual, non-P.E.",FALSE
281,14810076,6722,"YouGov","YouGov","o","Exploring what the world thinks, every day","o","oo","individual, non-P.E.",FALSE
282,17819033,1035,"EndPolioNow","EndPolioNow","o","For more than 35 years @Rotary and partners have been working to #endpolio, and the eradication of polio is within our grasp. Join us!","o","oo","individual, non-P.E.",FALSE
283,429597193,6067,"psona007","Prashant Sona💞","o","a Neutral Visionary ! 💌 Love the Lovely ! Humanity is the biggest religion ! Cant digest fake, false and lies.","o","oo","individual, non-P.E.",FALSE
284,110477807,5963,"TonyMcKelvie","Tony McKelvie","o","Just some old hat","o","oo","individual, non-P.E.",FALSE
285,261796988,6897,"MountainAsh2020","Ashley Mountain","o","Views are my own, obviously enough.","o","oo","individual, non-P.E.",FALSE
286,553581707,2836,"DrOlufunmilayo","#OurFavOnlineDoc 🩺🇳🇬🇬🇧💎","o","Medical Doctor. Equalist. Devoted Nigerian. Avoid this page if truth and sarcasm makes you cry. I NEVER write for acceptance. All tweets have viewer discretion.","o","oo","individual, non-P.E.",FALSE
287,15742985,6956,"lachlan","Lachlan Markay","o","Political reporter at @Axios. lachlan@axios.com // markay@protonmail.com // DM for Signal. #LGD 👹","o","oo","individual, non-P.E.",FALSE
289,3082910212,4165,"AndrewE_Dunn","Andrew Dunn","o","Pharma and biotech reporter for Business Insider. Focused on COVID vaccines and treatments. adunn@businessinsider.com","o","oo","individual, non-P.E.",FALSE
290,25387183,6604,"ReutersAfrica","Reuters Africa","o","Reuters Africa provides a feed of our latest news from the continent.","o","oo","individual, non-P.E.",FALSE
291,3007743953,7023,"_RUSSIE_","RUSSIE INFO 🇷🇺","f","Canal d'informations sur la Russie en Français  #Russie #Russia #РФ #Россия","f","ff","non-english",NA
292,1412951714,3849,"ChristophHutchi","Christoph Hutchinson MD","p","Interventional Pulmonologist, Critical Care, Director of bronchoscopy @pennmedicine tweets re: healthcare, philly, sports, music & etc, tweets my own 🇺🇸🇨🇭","u","pu","Name",TRUE
293,19903360,4407,"irishexaminer","Irish Examiner","o","Trusted coverage from http://irishexaminer.com | Share news or stories with us: https://www.irishexaminer.com/opinion/sendyourview/","o","oo","individual, non-P.E.",FALSE
294,412548718,1474,"Kit_Yates_Maths","Kit Yates","o","Author and Mathematical Biologist at the University of Bath. My book The Math(s) of Life and Death is out now http://amzn.to/2MkmdcM he/him","p","op","Description",TRUE
295,3515595192,7693,"NathanGrubaugh","Nathan Grubaugh","o","Assistant Professor @YaleEMD. Studies 🦟🦠 transmission, evolution, and emergence. Will sequence for 🍺 (and funding).","o","oo","individual, non-P.E.",FALSE
296,2895357769,6848,"pankhuripathak","Pankhuri Pathak पंखुड़ी पाठक پنکھڑی","o","Vice Chairperson Social Media UPPCC . Media Panelist INC . Staunch Socialist. History & Law Graduate. Mrs. Anil Yadav. Didi to many. 
Tweets are personal.","o","oo","individual, non-P.E.",FALSE
297,48357885,5098,"katharintai","Katharin Tai 戴愷琳","o","Chinese Cyberpolicy, PhD candidate @MIT // prev: NTNU (🇹🇼) @UniofOxford @Tsinghua_Uni @SciencesPo // Textworker, Tech & Asia // Podcasting @fernostwaerts 🌈","o","oo","individual, non-P.E.",FALSE
298,594820949,6316,"BabajideFadoju","Babajide Fadoju","f","Man is a mere breath; His days are a passing shadow. We are but of yesterday & know nothing, cos’ our days upon the earth are a shadow| Talitha Cumi|Learner","o","fo","non-english",NA
299,10774652,3857,"theblaze","TheBlaze","o","News and entertainment for people who love America","o","oo","individual, non-P.E.",FALSE
300,440499185,6250,"AlietaEck","Alieta Eck, MD","p","2012 President, Association of American Physicians and Surgeons; Co-founder, Zarephath Health Center; General internist: Candidate- US Congress, NJ-12 for 2014","p","pp","Both",TRUE
301,213762742,5531,"SHNFoundation","Scarborough Health Network Foundation","g","Inspiring support for Scarborough Health Network to shape the future of health care for Scarborough patients. | 🏥 @SHNcares |📍Scarborough | Donate today!","p","gp","non-individual",NA
302,514498219,304,"kaylejh","kayle hill ♿️","o","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | 📧 kaylejune @ gmail","o","oo","individual, non-P.E.",FALSE
305,2746819445,7547,"elainebatt3","Elaine Batt","o","“I’ve reached that age where my brain goes from, “You probably shouldn’t say that,” to, “What the hell. Lets see what happens.” ~Unknown","o","oo","individual, non-P.E.",FALSE
306,22562961,332,"TOPublicHealth","Toronto Public Health","g","Official Toronto Public Health. Need health info? Call 416-338-7600. Translation is available. Account not monitored 24/7. Terms of Use: https://t.co/puha7vUyti","g","gg","non-individual",NA
307,137741823,5487,"mayurkamble9","Mayur Kamble","o","Jt. Secretary, #Yuvasena ;
President,Charmoudyog Kamgar Sena #Shivsena","o","oo","individual, non-P.E.",FALSE
308,106355048,3789,"UKinMalaysia","UK in Malaysia🇬🇧","g","We are the British High Commission in Kuala Lumpur. Follow us for updates about our work and UK-related news. Also see: @tradegovukMYS and @UKMYDefence","g","gg","non-individual",NA
309,342864030,2026,"MariosKaratzias","Marios Karatzias","o","#Social citizen CEO of @SocialWiz Believes in people's potential 2 innovate.Champions #SocialMedia. Tweets in Greek+English.RTs not endorsement #geopolitics","o","oo","individual, non-P.E.",FALSE
310,2914105661,7478,"SrbijaMila","Dr sci Mila Aleckovic","p","Professeur de psychologie, neuro-psychologie et
psychiatrie anthropologique,
écrivain, poète et peintre,
activiste de la diaspora serbe

Профессор психологии, н","n","pn","Name, NOT 
Description",TRUE
311,18486586,5479,"femaregion2","FEMA Region 2","g","FEMA Region 2 serves NY, NJ, PR, the USVI and eight federally recognized tribal nations. For emergencies, call your local fire/EMS/police or 9-1-1.","o","go","non-individual",NA
312,1339931490,1559,"RepRobinKelly","Robin Kelly","o","Official Twitter account for Robin Kelly, U.S. Representative #IL02.","o","oo","individual, non-P.E.",FALSE
313,26074091,6899,"SmartJagtap","Sangram Shivaji Jagtap","f","पत्रकारिता, जनसंपर्क, @PoCRA_ @SmartPune, Ex- @SakalMediaNews, @LoksattaLive, @pudharionline
#SmartCity, #Pune, PR, Govt, #Marathi, Defence, Views urs, RTs mine","f","ff","non-english",NA
314,3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background.","o","oo","individual, non-P.E.",FALSE
317,18023868,6567,"MassGovernor","Charlie Baker","o","Official account of Governor Charlie Baker of Massachusetts.

Stay informed about #COVID19MA: visit https://t.co/w6n2kHMu41, call 2-1-1 or text COVIDMA to 888-777.

#MaskUpMA","o","oo","individual, non-P.E.",FALSE
318,19738104,5542,"TaylorRMarshall","Dr Taylor Marshall","p","Catholic Author, Teacher, YouTuber. Husband of Joy. Father of 8 children. Please say a prayer for me. My Podcast:","u","pu","Name",TRUE
319,60606206,4479,"ThatTimWalker","Tim Walker","o","💙 A point of view","o","oo","individual, non-P.E.",FALSE
320,171345502,2738,"FrankieGrazie6","Frankie Graziano","o","Torrington's Own. Reporter of News for @WNPR. UConn '11. Colleen’s Husband, Charlie and Annie’s Dad #GoNiners #LGM","o","oo","individual, non-P.E.",FALSE
321,111128175,4687,"HummaSaif","Dr Humma Saif","p","#CivilianSupremacy MBBS,MBA(Pak),MBA @OCUMSB FB https://www.facebook.com/FunPlatter-with-Dr-Humma-Saif-116285646884642/ IG https://www.instagram.com/funplatter/","n","pn","Name, NOT 
Description",TRUE
322,3638215945,5387,"MirrorNow","Mirror Now","o","MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.","o","oo","individual, non-P.E.",FALSE
323,48416851,3922,"rzgreenfield","Rebecca Greenfield","o","Gender, race and class in biz for @business // co-host of The Pay Check, Works For Me","o","oo","individual, non-P.E.",FALSE
324,4219475351,6022,"ExitEUbefree","ExitEU","o","""""""""It's the  E X O S O M E  stupid!""""""""","o","oo","individual, non-P.E.",FALSE
325,16675569,1246,"smh","The Sydney Morning Herald","g","Australia's leading news source. Independent. Always.","g","gg","non-individual",NA
326,18021210,6774,"MichDeptofAg","MI Ag & Rural Dev","o","Michigan Department of Agriculture & Rural Development. We touch the lives of every MI consumer from the food you eat, the milk you drink & the gas in your car.","o","oo","individual, non-P.E.",FALSE
327,1025197435,11,"LeBobophobe","Banlieusard","o","","o","oo","individual, non-P.E.",FALSE
328,422851074,748,"alex1967mitch","Colin the cockerel #KBF","o","Leeds united obsessed cockerel utube vlogger and keen golfer (in good weather) and become fascinated with American politics since the uk lockdown","o","oo","individual, non-P.E.",FALSE
330,738149822,5941,"vinayak_jain","Vinayak","o","Followed by PM Modi | Writer | Hardcore Nationalist | Generosity is Life | Finance & Investing Handle @wealth_wagon","o","oo","individual, non-P.E.",FALSE
331,140252240,4238,"cathmckenna","Catherine McKenna 🇨🇦","o","Mom. Swimmer. Climate advocate. #OttawaCentre MP/Députée. Minister of Infrastructure & Communities/Ministre de l'Infrastructure + Collectivités she/her/elle","o","oo","individual, non-P.E.",FALSE
332,1654267909,6254,"ChrisCostaTV","Chris Costa","o","📍Portland, ME 🎥 prev: @khou @kagsnews 📺 🥍 Washed up laxer MA born and raised🎓 @comugrad ⤵️ Have a story to share? Email: chris.costa@newscentermaine.com","o","oo","individual, non-P.E.",FALSE
333,171606833,5924,"LindaFrum","Senator Linda Frum","o","Conservative Senator Canada 🇨🇦","o","oo","individual, non-P.E.",FALSE
334,2405837416,4710,"nieddupierpaolo","Pierpo🇮🇹🐱","f","conservatore,nazionalista,identitario.amo la musica anni '70,gli impressionisti,la moto.non sopporto il politically correct","f","ff","non-english",NA
335,220626394,3263,"owainpj","Owain Powell-Jones","o","Intelligent Connection & Media","o","oo","individual, non-P.E.",FALSE
336,10878852,3063,"CBSDFW","CBSDFW","o","Breaking and local news from the staff of CBS 11 News in D/FW.","g","og","non-individual",NA
337,78567974,993,"tempoweb","IL TEMPO","f","Segui Il Tempo Quotidiano Indipendente📰 
Ultim'ora, notizie e video in un tweet","o","fo","non-english",NA
338,2704780730,7650,"jackie_parchem","Jackie Parchem, MD","p","Maternal-fetal medicine physician-scientist at @UTHealth & MD Anderson. Mom x 3. @berkeleyMCB @UCSF alum. Bay Area native. Views my own. #WomenInMedicine","n","pn","Name, NOT 
Description",TRUE
340,124455872,7371,"CityOfBoston","City of Boston","g","Welcome to the City of Boston's official Twitter account. For non-emergency services call 311. For the latest public health updates visit https://t.co/L04V7p9AN5","g","gg","non-individual",NA
341,14930580,2001,"medeabenjamin","Medea Benjamin","o","Cofounder of peace group CODEPINK. Author. Peace activist. Wannabe salsa dancer :)","o","oo","individual, non-P.E.",FALSE
342,1210190262,1065,"MDealBarlow","Monique Deal Barlow","o","","o","oo","individual, non-P.E.",FALSE
343,2572714386,2796,"martinacharb","Martina C","o","Peintre, auteure et résistante.
""""""""Maltraitance sanitaire""""""""
https://lirenligne.net/oeuvre-a-decouvrir/LiMGFZEkkUzy6/Maltraitance%20sanitaire.pdf","f","of","non-english",NA
344,96646729,223,"alanfryermedia","Alan Fryer","o","Former journalist CBC/CTV National News. Montréal/Québec City/Ottawa/Moscow/Washington/W5. What's so hard about honesty, transparency & accountability?","o","oo","individual, non-P.E.",FALSE
346,17070113,231,"MayorOfLA","MayorOfLA","g","Official account for the 42nd Mayor of Los Angeles, Eric Garcetti. 📧: http://LAMayor.org/Email 👍: http://FB.com/MayorOfLA 📸: http://Instagram.com/MayorOfLA","g","gg","non-individual",NA
347,17448662,3358,"timesunion","Times Union","g","Getting to the heart of stories that matter to New York’s Capital Region, one tweet at a time.","f","gf","non-english",NA
348,15033673,5207,"LFPress","London Free Press","g","The London Free Press | News and analysis -- London, Southwestern Ontario and the world.","g","gg","non-individual",NA
349,2563529892,3566,"HudsonCoView","Hudson County View","g","The Eye of the Community - Covering #Government and #Politics in #HudsonCounty 

thehudsoncountyview@gmail.com

Live & Uncut @JCHudsonMedia studio Thurs at 2","o","go","non-individual",NA
350,1556552568,5473,"robintosh_nunez","Robinson Nuñez","f","","","f","non-english",NA
351,167518667,3137,"ObsoleteDogma","Matt O'Brien","g","Writer in New York. Formerly the Washington Post & the Atlantic.","o","go","non-individual",NA
352,223871898,3091,"ridetarc","TARC","o","To deliver transportation services that enhance the Greater Louisville community.","g","og","non-individual",NA
353,1337647838,4701,"JacquiDelaney","Jacqui Budden","p","Formerly: 📺 & 📻. Currently: Political Staffer. Transplanted Newfie in Ottawa by way of Toronto.","u","pu","Name",TRUE
354,17588280,6256,"desmotscratie","[ Free Assange ] #1443","o","En toute circonstance savoir raison garder contre l'émotion ... tout contre.

Le doute méthodique est à la raison ce que l'inspire est à la respiration","f","of","non-english",NA
355,4858576061,7043,"jihel1130","Jean-luc Charlier","o","Trump 19e President de la République des Etats Unis","f","of","non-english",NA
356,127436315,4745,"JenniferRoseNYC","Hair by Jennifer-Rose NYC","o","Owner of @thefrohaus 🇧🇴Habesha and 🏳️‍🌈Hijabi, Master Hair Stylist, Master Colorist, Industry Table Shaker, Educator. Tips At Cashapp: $jenniferrosenyc","o","oo","individual, non-P.E.",FALSE
357,718487389,7546,"SissiPatriote","UE= Machin IRREFORMABLE,c inscrit dans les traités","o","gastronomie🍷🧀🥓🥖🥘🍰, culture✝ et laïcité, nature🌾🌲🌼
#FREXIT #Asselineau👍🏻Souveraineté/identité. #Rougeyron, F.#Cousin etc. #StopDictatureSanitaire😡","o","oo","individual, non-P.E.",FALSE
358,875112528,29,"NPatnaikOdisha","Niranjan Patnaik","o","President, Odisha Pradesh Congress Committee, Ex Cabinet Minister","o","oo","individual, non-P.E.",FALSE
359,1566202044,5690,"keaux_","ko “that’s it” bragg.","o","northern southerner. reporter @19thnews. contributing editor @southerlymag. she/her/alumna: @spelmancollege + @columbiajourn. DMs open. big Leo energy.","o","oo","individual, non-P.E.",FALSE
362,2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • UK","o","oo","individual, non-P.E.",FALSE
365,4876204539,2901,"comcomSVT","ComCom Sartenais Valinco Taravo","f","Communauté de Communes du Sartenais-Valinco-Taravo (18 communes & 11.515 habitants). Nos compétences : eau, assainissement, déchets, tourisme...","f","ff","non-english",NA
366,3425187802,1464,"TkMelly","TkMel 💜🇺🇸💜","o","Love God, Family & the USA, Prolife, 2A, Anti-fake news, Followed By Many Awesome Patriots, #CCOT, IFBP, #GodBlessOurTroops","o","oo","individual, non-P.E.",FALSE
367,259930617,3626,"Piano_Joe","The Trump Squad 👮🇺🇸 🚔🇮🇹🔫","o","NYPD 👮(🎹 🎸📷) Trump Conservative. Grandson/Son of a 💜 Navy Seal. I follow ALL #MAGA Patriots that follow me. #BackTheBlue #WalkAway","o","oo","individual, non-P.E.",FALSE
368,17297668,1039,"larrybrilliant","Larry Brilliant MD, MPH","p","Epidemiologist, CEO, Pandefense, Snr. Advisor, Skoll Fnd, prev: WHO, Google, Prof, U Mich, CNN, TED Prize. TIME100. co-founder, Seva, The Well:  Science & Faith","n","pn","Name, NOT 
Description",TRUE
369,356702656,6614,"thedragonrules","Jamie Anderson","o","The world is full of kings and queens, who blind your eyes and steal your dreams","o","oo","individual, non-P.E.",FALSE
370,101785402,5368,"ThePattersonFdn","Patterson Foundation","g","Strengthening the efforts of people, organizations & communities. We focus on issues that address common aspirations & foster participation in #philanthropy.","o","go","non-individual",NA
